panel_name	nando_id	gene_symbol_list
Muscular dystrophy	NANDO:1200486	ACTA1 | ADSS1 | ANO5 | B3GALNT2 | B4GAT1 | BET1 | BVES | CAPN3 | CAV3 | CHKB | CNBP | COL12A1 | COL25A1 | COL4A1 | COL6A1 | COL6A2 | COL6A3 | CRPPA | CRYAB | DAG1 | DMD | DMPK | DNAJB6 | DNMT3B | DOK7 | DPM2 | DPM3 | DUX4 | DUX4L1 | DYSF | EMD | FHL1 | FKRP | FKTN | FLNC | FRG1 | GIPC1 | GMPPB | HMGCR | HNRNPA1 | HNRNPA2B1 | HNRNPDL | INPP5K | ITGA7 | JAG2 | KIF21A | KLHL9 | LAMA2 | LARGE1 | LDB3 | LIMS2 | LMNA | LRIF1 | LRP12 | LTBP4 | MATR3 | MYH14 | MYH7 | MYOT | NEB | NOTCH2NLC | PABPN1 | PHOX2A | PLEC | POGLUT1 | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | POPDC3 | RILPL1 | RXYLT1 | SELENON | SGCA | SGCB | SGCD | SGCG | SMCHD1 | SMPX | SQSTM1 | SYNE1 | SYNE2 | TCAP | TIA1 | TMEM43 | TNPO3 | TOR1AIP1 | TRAPPC11 | TRIM32 | TRIP4 | TTN | TUBA1A | TUBB2B | TUBB3 | VCP | VMA21
Dystrophinopathies	NANDO:1200487	CAV3 | DMD
Duchenne muscular dystrophy	NANDO:1200488	DMD | LTBP4
Becker muscular dystrophy	NANDO:1200489	DMD
Limb-girdle muscular dystrophy	NANDO:1200490	ANO5 | BVES | CAPN3 | CRPPA | DAG1 | DNAJB6 | DYSF | FKRP | FKTN | GMPPB | HMGCR | HNRNPDL | JAG2 | LAMA2 | LIMS2 | LMNA | MYOT | PLEC | POGLUT1 | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | POPDC3 | SGCA | SGCB | SGCD | SGCG | TCAP | TNPO3 | TOR1AIP1 | TRAPPC11 | TRIM32 | TTN
Facioscapulohumeral muscular dystrophy	NANDO:1200491	DNMT3B | DUX4 | DUX4L1 | FRG1 | LRIF1 | SMCHD1
Emery-Dreifuss muscular dystrophy	NANDO:1200492	EMD | FHL1 | LMNA | MYH7 | SYNE1 | SYNE2 | TMEM43
Oculopharyngeal muscular dystrophy	NANDO:1200493	HNRNPA2B1 | PABPN1
Fukuyama type congenital muscular dystrophy	NANDO:1200494	FKTN
Myotonic dystrophy	NANDO:1200495	CNBP | DMPK
Non-dystrophic myotonia	NANDO:1200496	
Myotonia congenita	NANDO:1200497	CLCN1
Thomsen disease	NANDO:1200498	
Becker disease	NANDO:1200499	CLCN1
Sodium channel myotonia	NANDO:1200500	SCN4A
Paramyotonia congenita	NANDO:1200501	SCN4A
Hereditary periodic paralysis	NANDO:1200502	ATP6 | ATP8 | CACNA1S | GABRA3 | KCNE3 | KCNJ18 | KCNJ2 | KCNJ5 | SCN4A
Hereditary hypokalemic periodic paralysis	NANDO:1200503	CACNA1S | KCNE3 | SCN4A
Hereditary hyperkalemic periodic paralysis	NANDO:1200504	SCN4A
Atopic myelitis	NANDO:1200505	
Syringomyelia	NANDO:1200506	
Symptomatic syringomyelia	NANDO:1200507	
Asymptomatic syringomyelia	NANDO:1200508	
Myelomeningocele	NANDO:1200509	
Isaacs syndrome	NANDO:1200510	
Hereditary dystonia	NANDO:1200511	ACTB | ANO3 | AOPEP | ARX | ATM | ATP1A3 | BCAP31 | CACNA1A | CIZ1 | COL6A3 | DCAF17 | DRD2 | EIF2AK2 | EPHB4 | GCH1 | GNAL | HPCA | IMPDH2 | KCNA1 | KCNN2 | KCTD17 | KMT2B | MECR | NR4A2 | NUP54 | PDE10A | PDE2A | PNKD | PNKP | PRKRA | PRRT2 | SCN8A | SGCE | SHQ1 | SLC18A2 | SLC2A1 | SLC6A3 | SPR | TAF1 | THAP1 | TMEM151A | TOR1A | TSPOAP1 | TUBB4A | VAC14 | VPS11 | VPS16 | WARS2
Dystonia 1	NANDO:1200512	EIF2AK2 | SHQ1 | TOR1A
Dystonia 2	NANDO:1200513	HPCA
Dystonia 3	NANDO:1200514	TAF1
Dystonia 4	NANDO:1200515	TUBB4A
Dystonia 5	NANDO:1200516	GCH1 | IMPDH2 | NR4A2 | SPR | TH | TSPOAP1
Dystonia 6 	NANDO:1200517	THAP1
Dystonia 7	NANDO:1200518	
Dystonia 8	NANDO:1200519	
Dystonia 9	NANDO:1200520	SLC2A1
Dystonia 10	NANDO:1200521	
Dystonia 11	NANDO:1200522	DRD2 | KCTD17 | SGCE | TOR1A
Dystonia 12	NANDO:1200523	ATP1A3
Rapid-onset dystonia-parkinsonism	NANDO:1200524	
Alternating hemiplegia of childhood	NANDO:1200525	ATP1A2 | ATP1A3 | CACNA1A | NR0B1 | SLC1A3
Cerebellar ataxia, areflexia, pes cavus, optic atropy, and sensorineural hearing loss	NANDO:1200526	ATP1A3
Dystonia 13	NANDO:1200527	
Dystonia 15	NANDO:1200528	
Dystonia 16	NANDO:1200529	PRKRA
Dystonia 17	NANDO:1200530	
Dystonia 18	NANDO:1200531	PRRT2 | SLC2A1
Dystonia 19	NANDO:1200532	
Dystonia 20	NANDO:1200533	
Neurodegeneration with brain iron accumulation type 1	NANDO:1200534	PANK2
Classic pantothenate kinase-associated neurodegeneration	NANDO:1200535	PANK2
Atypical pantothenate kinase-associated neurodegeneration	NANDO:1200536	PANK2
Neurodegeneration with brain iron accumulation type 2A	NANDO:1200537	PLA2G6
Neurodegeneration with brain iron accumulation type 2B	NANDO:1200538	
Neurodegeneration with brain iron accumulation type 3	NANDO:1200539	
Neurodegeneration with brain iron accumulation type 4	NANDO:1200540	C19orf12
Fatty acid hydroxylase-associated neurodegeneration	NANDO:1200541	FA2H
Neurodegeneration with brain iron accumulation	NANDO:1200542	
Superficial siderosis	NANDO:1200543	
HTRA1-Related Cerebral Small Vessel Disease	NANDO:1200544	HTRA1
Cerebral autosomal dominant arteriopathy with subcortical infarct and leukoencephalopathy	NANDO:1200545	HTRA1 | NOTCH3
Hereditary diffuse leukoencephalopathy with spheroid	NANDO:1200546	
Perry disease	NANDO:1200547	DCTN1
Frontotemporal lobar degeneration	NANDO:1200548	ANXA11 | CHMP2B | GRN | HNRNPA1 | HNRNPA2B1 | MAPT | PSEN1 | SQSTM1 | TMEM106B | TREM2 | VCP
Behavioral variant frontotemporal dementia	NANDO:1200549	CHMP2B | GRN | MAPT | PSEN1 | SQSTM1 | TMEM106B | TREM2 | VCP
Semantic dementia	NANDO:1200550	CHMP2B | GRN | MAPT | PSEN1 | TMEM106B | TREM2
Bickerstaff's brainstem encephalitis	NANDO:1200551	
Acute encephalopathy with biphasic seizures and late reduced diffusion	NANDO:1200552	ADORA2A
Congenital insensitivity to pain with anhidrosis	NANDO:1200553	NTRK1
Alexander disease	NANDO:1200554	GFAP
Alexander disease type I	NANDO:1200555	GFAP
Alexander disease type II	NANDO:1200556	GFAP
Alexander disease type III	NANDO:1200557	
Congenital suprabulbar paresis	NANDO:1200558	
Moebius syndrome	NANDO:1200559	PLXND1 | REV3L
Septo-optic dysplasia / De Morsier syndrome	NANDO:1200560	
Septo-optic dysplasia	NANDO:1200561	ARNT2 | FGFR1 | HESX1 | OTX2 | PROKR2 | SOX2 | SOX3
Aicardi syndrome	NANDO:1200562	
Hemimegalencephaly	NANDO:1200563	AKT3 | MTOR | PIK3CA
Focal cortical dysplasia	NANDO:1200564	MTOR | SLC35A2 | TSC1 | TSC2
Focal cortical dysplasia type 1a	NANDO:1200565	SLC35A2
Focal cortical dysplasia type 1b	NANDO:1200566	
Focal cortical dysplasia type 1c	NANDO:1200567	
Focal cortical dysplasia type 2a	NANDO:1200568	MTOR | TSC2
Focal cortical dysplasia type 2b	NANDO:1200569	MTOR | TSC1 | TSC2
Focal cortical dysplasia type 3a	NANDO:1200570	
Focal cortical dysplasia type 3b	NANDO:1200571	
Focal cortical dysplasia type 3c	NANDO:1200572	
Focal cortical dysplasia type 3d	NANDO:1200573	
Neuronal migration defects	NANDO:1200574	ACTB | ACTG1 | APC2 | ARX | CDK5 | CEP85L | DAG1 | DCX | HIC1 | KATNB1 | LAMB1 | MACF1 | NDE1 | PAFAH1B1 | PHGDH | PSAT1 | PSPH | RAB18 | RAB3GAP1 | RAB3GAP2 | RELN | TBC1D20 | TMTC3 | TUBA1A | TUBG1 | YWHAE
Congenital hypomyelinating leukodystrophy	NANDO:1200575	AARS2 | ABCD1 | ACER3 | ADAR | AIMP1 | AIMP2 | ALDH3A2 | ARSA | ASPA | ATP11A | BCAP31 | CLCN2 | CLDN11 | CNP | COA8 | CSF1R | CYP27A1 | DARS1 | DARS2 | DEGS1 | EARS2 | EIF2B1 | EIF2B2 | EIF2B3 | EIF2B4 | EIF2B5 | EPRS1 | FBP2 | GALC | GFAP | GJC2 | HEPACAM | HIKESHI | HMBS | HSPD1 | HYCC1 | IFIH1 | ISCA2 | KARS1 | LMNB1 | LSM11 | MAL | MLC1 | MTHFS | NADK2 | NDUFA2 | NDUFV2 | NKX6-2 | PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7 | PLP1 | POLR1A | POLR1C | POLR3A | POLR3B | POLR3K | PSAP | PYCR2 | RARS1 | RNASEH2A | RNASEH2B | RNASEH2C | RNASET2 | RNF220 | RNU7-1 | RPIA | SAMHD1 | SCP2 | SLC35B2 | TMEM106B | TMEM163 | TMEM63A | TREM2 | TREX1 | TUBB4A | TYROBP | UFM1 | VPS11
Pelizaeus-Merzbacher disease	NANDO:1200576	PLP1
Pelizaeus-Merzbacher like disease	NANDO:1200577	AIMP1 | GJC2 | HSPD1 | MAL
Hypomyelination with atrophy of the basal ganglia and cerebellum	NANDO:1200578	TUBB4A | UFM1
18q-syndrome	NANDO:1200579	
Allan-Herndon-Dudley syndrome	NANDO:1200580	SLC16A2
Mitochondrial Hsp60 chaperonopathy	NANDO:1200581	HSPD1
Salla disease	NANDO:1200582	SLC17A5
Diffuse cerebral hypomyelination with cerebellar atrophy and hypoplasia of the corpus callosum	NANDO:1200583	POLR3A
Hypomyelination and congenital cataract	NANDO:1200584	HYCC1
Ataxia, delayed dentition, and hypomyelination syndrome	NANDO:1200585	POLR3A | POLR3B
Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, and Hirschsprung disease	NANDO:1200586	SOX10
Dravet syndrome	NANDO:1200587	
Mesial temporal lobe epilepsy with bilateral hippocampal sclerosis	NANDO:1200588	
Myoclonic absence epilepsy	NANDO:1200589	SLC2A1
Epilepsy with myoclonic atonic seizures	NANDO:1200590	AP2M1 | CHD2 | NEXMIF | SCN1A | SLC2A1 | SLC6A1 | SYNGAP1
Lennox-Gastaut syndrome	NANDO:1200591	CACNA1A | CHD2 | CUX2 | DNM1 | GABRB3 | MAPK10 | SCN1A
West syndrome	NANDO:1200592	ARX | CDKL5 | CNPY3 | GRIN2B | GUF1 | NTRK2 | PHACTR1 | PIGA | PLCB1 | SCN2A | SIK1 | SPTAN1 | ST3GAL3 | STXBP1 | WDR45
Ohtahara syndrome	NANDO:1200593	AARS1 | ACTL6B | ADAM22 | ALG13 | AP3B2 | ARHGEF9 | ARV1 | ARX | ATP1A2 | ATP1A3 | ATP6V0A1 | BRAT1 | CACNA1A | CACNA1E | CACNA2D1 | CAD | CASK | CDK19 | CDKL5 | CELF2 | CHD2 | CNPY3 | CPLX1 | CUX2 | CYFIP2 | DALRD3 | DENND5A | DEPDC5 | DMXL2 | DNM1 | DOCK7 | EEF1A2 | FBXO28 | FGF12 | FGF13 | FRRS1L | FZR1 | GABBR2 | GABRA1 | GABRA2 | GABRA5 | GABRB1 | GABRB3 | GABRG2 | GAD1 | GLS | GNAO1 | GOT2 | GRIN1 | GRIN2B | GRIN2D | GRM7 | GUF1 | HCN1 | HID1 | HNRNPU | ITPA | KCNA1 | KCNA2 | KCNB1 | KCNC2 | KCNH5 | KCNQ2 | KCNT1 | KCNT2 | MAPK10 | MAST3 | MDH1 | MDH2 | NAPB | NECAP1 | NEUROD2 | NSF | NTRK2 | PACS2 | PARS2 | PCDH19 | PHACTR1 | PIGA | PIGB | PIGP | PIGQ | PLCB1 | PNKP | RHOBTB2 | RNF13 | SCN1A | SCN1B | SCN2A | SCN3A | SCN8A | SIK1 | SLC12A5 | SLC13A5 | SLC1A2 | SLC25A12 | SLC25A22 | SLC32A1 | SLC38A3 | SMC1A | SNAP25 | SNF8 | SPTAN1 | ST3GAL3 | STXBP1 | SV2A | SYNJ1 | SZT2 | TBC1D24 | TRAK1 | TRIM8 | UBA5 | UFSP2 | UGDH | UGP2 | WWOX | YWHAG
Early myoclonic encephalopathy	NANDO:1200594	ADRA2B | CNTN2 | CPLX1 | CTNND2 | MARCHF6 | RAPGEF2 | SAMD12 | SIK1 | SLC1A2 | SLC25A22 | STARD7 | TBC1D24 | TNRC6A | YEATS2
Epilepsy of infancy with migrating focal seizures	NANDO:1200595	KCNQ2 | KCNT1 | PIGA | PLCB1 | SCN1A | SCN2A | SLC12A5 | SLC25A22 | TBC1D24
Hemiconvulsion-hemiplegia-epilepsy syndrome	NANDO:1200596	
Ring chromosome 20 syndrome	NANDO:1200597	
Rasmussen's encephalitis	NANDO:1200598	
PCDH19-related syndrome	NANDO:1200599	PCDH19
Acute encephalitis with refractory, repetitive partial seizures	NANDO:1200600	
Epileptic encephalopathy with continuous spike-and-wave during sleep	NANDO:1200601	FRRS1L | GRIN2A
Landau-Kleffner syndrome	NANDO:1200602	FRRS1L | GRIN2A
Rett syndrome	NANDO:1200603	MECP2
Typical Rett syndrome	NANDO:1200604	
Atypical Rett syndrome	NANDO:1200605	CDKL5 | FOXG1 | GABBR2 | MECP2 | NTNG1 | SMC1A | STXBP1
Sturge-Weber syndrome	NANDO:1200606	GNAQ
Tuberous sclerosis complex	NANDO:1200607	IFNG | TSC1 | TSC2
Xeroderma pigmentosum	NANDO:1200608	DDB2 | ERCC2 | ERCC3 | ERCC4 | ERCC5 | POLH | XPA | XPC
Congenital ichthyosis	NANDO:1200609	ABCA12 | ALOX12B | ALOXE3 | CASP14 | CDSN | CERS3 | CHST8 | CLDN1 | CSTA | CYP4F22 | FLG | FLG2 | KLK11 | KRT1 | KRT10 | KRT2 | LIPN | MBTPS2 | NIPAL4 | PNPLA1 | SDR9C7 | SERPINB8 | SPINK5 | SREBF1 | ST14 | STS | SULT2B1 | TGM1 | TGM5
Keratinopathic ichthyosis	NANDO:1200610	KRT1 | KRT10 | KRT2
Autosomal dominant epidermolytic ichthyosis	NANDO:1200611	KRT1 | KRT10
Autosomal recessive epidermolytic ichthyosis	NANDO:1200612	KRT10
Superficial epidermolytic ichthyosis	NANDO:1200613	KRT2
Harlequin ichthyosis	NANDO:1200614	ABCA12
Autosomal recessive congenital ichthyosis excluding harlequin ichthyosis	NANDO:1200615	ABCA12 | ALOX12B | ALOXE3 | CASP14 | CERS3 | CSTA | CYP4F22 | KRT2 | LIPN | NIPAL4 | PNPLA1 | SDR9C7 | SERPINB8 | ST14 | SULT2B1 | TGM1
Congenital ichthyosiform erythroderma	NANDO:1200616	ABCA12 | ALOX12B | ALOXE3 | CERS3 | NIPAL4 | PNPLA1 | SDR9C7 | SULT2B1 | TGM1
Lamellar ichthyosis	NANDO:1200617	ABCA12 | ALOX12B | ALOXE3 | ASPRV1 | CYP4F22 | LIPN | NIPAL4 | SDR9C7 | SULT2B1 | TGM1
Ichthyosis syndrome	NANDO:1200618	ABCA12 | ALOX12B | ALOXE3 | CASP14 | CDSN | CERS3 | CHST8 | CLDN1 | CSTA | CYP4F22 | FLG | FLG2 | KLK11 | KRT1 | KRT10 | KRT2 | LIPN | MBTPS2 | NIPAL4 | PNPLA1 | SDR9C7 | SERPINB8 | SPINK5 | SREBF1 | ST14 | STS | SULT2B1 | TGM1 | TGM5
obsolete Netherton syndrome	NANDO:1200619	
Sjögren-Larsson syndrome	NANDO:1200620	ALDH3A2
Keratitis-ichthyosis-deafness syndrome	NANDO:1200621	AP1B1 | GJB2 | GJB6
Dorfman-Chanarin syndrome	NANDO:1200622	ABHD5
Neutral lipid storage disease with ichthyosis	NANDO:1200623	
Multiple sulfatase deficiency	NANDO:1200624	
Recessive X-linked ichtyosis	NANDO:1200625	FLG | STS
Ichthyosis, brittle hair, impaired intelligence, decreased fertility and short stature	NANDO:1200626	ERCC2 | ERCC3 | GTF2H5
Trichothiodystrophy	NANDO:1200627	AARS1 | CARS1 | ERCC2 | ERCC3 | GTF2E2 | GTF2H5 | MARS1 | MPLKIP | RNF113A | TARS1
Ichthyosis follicularis	NANDO:1200628	
CHILD syndrome	NANDO:1200629	
Conradi Hünermann Happle syndrome	NANDO:1200630	EBP
Benign familial pemphigus	NANDO:1200631	ATP2C1
Pemphigoid (including Epidermolysis bullosa acquisita)	NANDO:1200632	
Bullous pemphigoid	NANDO:1200633	HLA-DQB1 | HLA-DRB1
Mucous membrane pemphigoid	NANDO:1200634	
Epidermolysis bullosa acquisita	NANDO:1200635	
Acquired idiopathic generalized anhidrosis	NANDO:1200636	
Oculocutaneous albinism	NANDO:1200637	DCT | LRMDA | MC1R | OCA2 | SLC24A5 | SLC45A2 | TYR | TYRP1 | WDR45
Hermansky-Pudlak syndrome	NANDO:1200638	AP3B1 | AP3D1 | BLOC1S3 | BLOC1S5 | BLOC1S6 | DTNBP1 | HPS1 | HPS3 | HPS4 | HPS5 | HPS6
obsolete Chédiak-Higashi syndrome	NANDO:1200639	
Griscelli syndrome	NANDO:1200640	MLPH | MYO5A | RAB27A
Non-syndromic oculocutaneous albinism	NANDO:1200641	
Pachydermoperiostosis	NANDO:1200642	HPGD | SLCO2A1
Pseudoxanthoma elasticum	NANDO:1200643	ABCC6 | ENPP1 | XYLT1 | XYLT2
Marfan syndrome/Loeys-Dietz Syndrome	NANDO:1200644	FBN1
Ehlers-Danlos Syndrome	NANDO:1200645	ADAMTS2 | ADAMTSL2 | AEBP1 | B3GALT6 | B4GALT7 | C1R | C1S | CHST14 | COL12A1 | COL1A1 | COL1A2 | COL3A1 | COL5A1 | COL5A2 | DSE | FKBP14 | FLNA | PLOD1 | PRDM5 | SLC39A13 | TNXB | ZNF469
Ehlers-Danlos syndrome, classical type	NANDO:1200646	COL1A1 | COL5A1 | COL5A2
Ehlers-Danlos syndrome, hypermobility type	NANDO:1200647	
Ehlers-Danlos syndrome, vascular type	NANDO:1200648	COL3A1
Ehlers-Danlos syndrome, kyphoscoliotic type	NANDO:1200649	
Ehlers-Danlos syndrome, arthrochalasis type	NANDO:1200650	COL1A1 | COL1A2
Ehlers-Danlos syndrome, dermatosparaxis type	NANDO:1200651	ADAMTS2 | ADAMTSL2
obsolete Dermatan 4-O-sulfotransferase 1 deficient Ehlers-Danlos syndrome	NANDO:1200652	
Menkes disease	NANDO:1200653	ATP7A
Occipital horn syndrome	NANDO:1200654	ATP7A
Wilson disease	NANDO:1200655	ATP7B
Hypophosphatasia	NANDO:1200656	ALPL
VATER syndrome	NANDO:1200657	FANCB | HOXD13 | ZIC3
Nasu-Hakola disease	NANDO:1200658	TREM2 | TYROBP
Weaver syndrome	NANDO:1200659	EED | EZH2 | NSD1 | SUZ12
Coffin-Lowry syndrome	NANDO:1200660	RPS6KA3
Joubert syndrome and related disorders	NANDO:1200661	AHI1 | CC2D2A | CEP120 | CEP290 | CEP41 | CSPP1 | INPP5E | KIAA0586 | MKS1 | RPGRIP1L | TMEM138 | TMEM216 | TMEM231 | TMEM237 | TMEM67 | ZNF423
Arima syndrome	NANDO:1200662	CC2D2A | CEP290 | TMEM138 | TMEM216 | TMEM231 | TMEM237 | ZNF423
Mowat-Wilson syndrome	NANDO:1200663	ZEB2
Williams syndrome	NANDO:1200664	BAZ1B | BUD23 | CLIP2 | DNAJC30 | EIF4H | ELN | FKBP6 | GTF2I | GTF2IRD1 | GTF2IRD2 | LIMK1 | METTL27 | MLXIPL | NCF1 | RFC2 | STX1A | TBL2 | TMEM270 | VPS37D
ATR-X syndrome	NANDO:1200665	ATRX
Crouzon's syndrome	NANDO:1200666	ERF | FGFR2
Apert syndrome	NANDO:1200667	FGFR2
Pfeiffer syndrome	NANDO:1200668	FGFR1 | FGFR2
Antley-Bixler syndrome	NANDO:1200669	FGFR2 | POR
Coffin-Siris syndrome	NANDO:1200670	ARID1A | ARID1B | ARID2 | BICRA | DPF2 | SMARCA2 | SMARCA4 | SMARCB1 | SMARCC2 | SMARCD1 | SMARCE1 | SOX11 | SOX4
Rothmund-Thomson syndrome	NANDO:1200671	ANAPC1 | CRIPT | RECQL4
Kabuki syndrome	NANDO:1200672	KDM6A | KMT2D
Polysplenia syndrome	NANDO:1200673	
Asplenia syndrome	NANDO:1200674	
Branchio-oto-renal syndrome	NANDO:1200675	EYA1 | SIX1 | SIX5
Werner syndrome	NANDO:1200676	WRN
Cockayne syndrome	NANDO:1200677	ERCC1 | ERCC4 | ERCC6 | ERCC8
Prader-Willi syndrome	NANDO:1200678	HERC2 | IPW | MAGEL2 | MKRN3 | NDN | NPAP1 | OCA2 | PWAR1 | PWRN1 | SNORD115-1 | SNORD116-1 | SNRPN
Sotos syndrome	NANDO:1200679	APC2 | NSD1 | SETD2
Noonan syndrome	NANDO:1200680	A2ML1 | BRAF | CBL | KRAS | LZTR1 | MAP2K1 | MAPK1 | MRAS | NRAS | PTPN11 | RAF1 | RASA2 | RIT1 | RRAS | RRAS2 | SOS1 | SOS2 | SPRED2
Young-Simpson syndrome	NANDO:1200681	KAT6B
1p36 deletion syndrome	NANDO:1200682	CASZ1 | GABRD | HSPG2 | KCNAB2 | LUZP1 | MMP23B | PDPN | PRDM16 | PRKCZ | RERE | SKI | SPEN | UBE4B
4p deletion syndrome	NANDO:1200683	CPLX1 | CTBP1 | FGFRL1 | LETM1 | NELFA | NSD2 | PIGG
5p deletion syndrome	NANDO:1200684	CTNND2 | SEMA5A
Paternal uniparental disomy of chromosome 14	NANDO:1200685	DLK1 | MEG3 | RTL1
Angelman syndrome	NANDO:1200686	ATP10A | OCA2 | SNRPN | UBE3A
Smith-Magenis syndrome	NANDO:1200687	DEAF1 | FLII | IQSEC2 | RAI1
22q11.2 deletion syndrome	NANDO:1200688	ARVCF | BCR | COMT | CRKL | DGCR2 | DGCR6 | DGCR8 | ESS2 | GP1BB | HIRA | JMJD1C | MAPK1 | RREB1 | SEC24C | TBX1 | UFD1
Emanuel syndrome	NANDO:1200689	
Fragile X syndrome related diseases	NANDO:1200690	
Fragile X tremor/ataxia syndrome	NANDO:1200691	FMR1
Fragile X syndrome	NANDO:1200692	FMR1
Truncus arteriosus communis	NANDO:1200693	NKX2-6 | PLXND1 | TBX1
Truncus arteriosus communis type I	NANDO:1200694	
Truncus arteriosus communis type II	NANDO:1200695	
Truncus arteriosus communis type III	NANDO:1200696	
Truncus arteriosus communis type IV	NANDO:1200697	
Corrected transposition of great arteries	NANDO:1200698	CFC1 | GDF1 | MED13L | ZIC3
Complete transposition of the great arteries	NANDO:1200699	
Complete transposition of the great arteries (Group1)	NANDO:1200700	
Complete transposition of the great arteries (Group2)	NANDO:1200701	
Complete transposition of the great arteries (Group3)	NANDO:1200702	
Complete transposition of the great arteries (Group4)	NANDO:1200703	
Single ventricle	NANDO:1200704	
Hypoplastic left heart syndrome	NANDO:1200705	GJA1 | NKX2-5
Tricuspid atresia	NANDO:1200706	
Pulmonary atresia with intact ventricular septum	NANDO:1200707	
Pulmonary atresia with ventricular septal defect	NANDO:1200708	
Tetralogy of Fallot	NANDO:1200709	CITED2 | FLT4 | GATA4 | GATA5 | GATA6 | GDF1 | GJA5 | JAG1 | KDR | NKX2-5 | NKX2-6 | TBX1 | ZFPM2
Double outlet right ventricle	NANDO:1200710	
Ebstein's anomaly	NANDO:1200711	MYH7
Alport's syndrome	NANDO:1200712	COL4A3 | COL4A4 | COL4A5
Galloway-Mowat syndrome	NANDO:1200713	GON7 | LAGE3 | NUP107 | NUP133 | OSGEP | TP53RK | TPRKB | WDR4 | WDR73 | YRDC
Rapidly progressive glomerulonephritis	NANDO:1200714	
MPO-ANCA positive rapidly progressive glomerulonephritis	NANDO:1200715	
PR3-ANCA positive rapidly progressive glomerulonephritis	NANDO:1200716	
Anti-GBM rapidly progressive glomerulonephritis	NANDO:1200717	
Goodpasture syndrome	NANDO:1200718	
Primary nephrotic syndrome	NANDO:1200719	ACTN4 | ANKFY1 | ANLN | APOL1 | ARHGAP24 | ARHGDIA | CD2AP | COL4A3 | COQ6 | COQ8B | CRB2 | DAAM2 | EMP2 | GAPVD1 | INF2 | MAGI2 | MYO1E | NPHS1 | NPHS2 | NUP107 | NUP133 | NUP160 | NUP205 | NUP37 | NUP85 | NUP93 | PAX2 | PLCE1 | PTPRO | TBC1D8B | TRPC6 | WT1
Minimal change nephrotic syndrome	NANDO:1200720	
Membranous nephropathy	NANDO:1200721	
Focal segmental glomerulosclerosis	NANDO:1200722	ACTN4 | ANLN | CRB2 | INF2 | MYO1E | PAX2 | TRPC6
Crescentic glomerulonephritis	NANDO:1200723	
Endocapillary proliferative glomerulonephritis	NANDO:1200724	
Primary membranoproliferative glomerulonephritis	NANDO:1200725	CFH | CFHR1 | CFHR2 | CFHR3 | CFHR5 | DGKE
Primary membranoproliferative glomerulonephritis type I	NANDO:1200726	CFH | DGKE
Slight mesangial proliferative  glomerulonephritis	NANDO:1200727	
Moderate mesangial proliferative  glomerulonephritis	NANDO:1200728	
Chronic focal membranoproliferative glomerulonephritis type I	NANDO:1200729	
Acute focal membranoproliferative glomerulonephritis type I	NANDO:1200730	
Chronic diffuse moderate membranoproliferative glomerulonephritis type I	NANDO:1200731	
Chronic diffuse non-lobular glomerulonephritis type I	NANDO:1200732	
Chronic diffuse moderate membranoproliferative glomerulonephritis type I	NANDO:1200733	
Acute diffuse endocapillary membranoproliferative glomerulonephritis type I	NANDO:1200734	
Acute diffuse moderate membranoproliferative glomerulonephritis type I	NANDO:1200735	
Acute diffuse marked membranoproliferative glomerulonephritis type I	NANDO:1200736	
Lobular membranoproliferative glomerulonephritis type I	NANDO:1200737	
End-stage membranoproliferative glomerulonephritis type I	NANDO:1200738	
Primary membranoproliferative glomerulonephritis type II	NANDO:1200739	CFH | CFHR1
Primary membranoproliferative glomerulonephritis type III	NANDO:1200740	
Henoch-Schonlein purpura nephritis	NANDO:1200741	
Congenital nephrogenic diabetes insipidus	NANDO:1200742	AQP2 | AVPR2
Interstitial cystitis (Hunner type)	NANDO:1200743	
Osler disease	NANDO:1200744	ACVRL1 | ENG | GDF2 | SMAD4
Bronchiolitis obliterans	NANDO:1200745	
Pulmonary alveolar proteinosis	NANDO:1200746	ABCA3 | CSF2RA | CSF2RB | HLA-DRB1 | MARS1 | SFTPB | SFTPC
Autoimmune pulmonary alveolar proteinosis	NANDO:1200747	HLA-DRB1
Idiopathic pulmonary alveolar proteinosis	NANDO:1200748	
Secondary Pulmonary Alveolar Proteinosis	NANDO:1200749	
Congenital alveolar proteinosis	NANDO:1200750	ABCA3 | CSF2RA | CSF2RB | MARS1 | SFTPB | SFTPC
Alveolar hypoventilation syndrome	NANDO:1200751	
Obesity hypoventilation syndrome	NANDO:1200752	
Congenital central hypoventilation syndrome	NANDO:1200753	
Idiopathic central hypoventilation syndrome	NANDO:1200754	
Alpha-1-antitrypsin deficiency	NANDO:1200755	SERPINA1
Carney complex	NANDO:1200756	MYH8 | PDE11A | PRKAR1A
Wolfram syndrome	NANDO:1200757	CISD2 | WFS1
