NANDO	notification_number	disease_name_en	disease_name_synonym_en	disease_name_ja	disease_name_synonym_ja	Mondo
NANDO:2200066	38	[小慢] Dysgerminoma		[小慢] 未分化胚細胞腫		MONDO:0003002
NANDO:2200067	28	[小慢] Embryonal carcinoma		[小慢] 胎児性癌		MONDO:0005440
NANDO:2200068	30	[小慢] Polyembryoma		[小慢] 多胎芽腫		MONDO:0015863
NANDO:2200069	42	[小慢] Yolk sac tumour		[小慢] 卵黄嚢腫	卵黄嚢腫瘍	MONDO:0005744|MONDO:0003759
NANDO:2200070	18	[小慢] Choriocarcinoma		[小慢] 絨毛癌		MONDO:0005207
NANDO:2200071	16	[小慢] Mixed germ cell tumour		[小慢] 混合性胚細胞腫瘍		MONDO:0015864
NANDO:2200072	25	[小慢] Sex-cord stromal tumour		[小慢] 性索間質性腫瘍		MONDO:0006055
NANDO:2200073	33	[小慢] Adrenocortical carcinoma		[小慢] 副腎皮質癌		MONDO:0006639
NANDO:2200074	13	[小慢] Thyroid cancer		[小慢] 甲状腺癌		MONDO:0002108|MONDO:0015075
NANDO:2200075	19	[小慢] Epipharyngeal carcinoma		[小慢] 上咽頭癌		
NANDO:2200076	29	[小慢] Salivary grand carcinoma		[小慢] 唾液腺癌		MONDO:0000521
NANDO:2200077	2	[小慢] Malignant melanoma		[小慢] 悪性黒色腫		MONDO:0005105
NANDO:2200078	7	[小慢] Pheochromocytoma		[小慢] 褐色細胞腫		MONDO:0004974
NANDO:2200079	1	[小慢] Malignant thymoma		[小慢] 悪性胸腺腫		MONDO:0006451
NANDO:2200080	12	[小慢] Pleuropulmonaryblastoma	Pleuropulmonary blastoma	[小慢] 胸膜肺芽腫		MONDO:0011014
NANDO:2200081	11	[小慢] Bronchial tumour		[小慢] 気管支腫瘍		MONDO:0002807
NANDO:2200082	24	[小慢] Pancreatoblastoma		[小慢] 膵芽腫		MONDO:0019035
NANDO:2200083	43	[小慢] Other solid tumours		[小慢] 27から68までに掲げるもののほか、固形腫瘍		
NANDO:2200084	68	[小慢] Pilocytic astrocytoma		[小慢] 毛様細胞性星細胞腫		MONDO:0004000|MONDO:0016691
NANDO:2200085	64	[小慢] Diffuse astrocytoma		[小慢] びまん性星細胞腫		MONDO:0016686
NANDO:2200086	63	[小慢] Anaplastic astrocytoma		[小慢] 退形成性星細胞腫		MONDO:0016684
NANDO:2200087	52	[小慢] Glioblastoma		[小慢] 膠芽腫		MONDO:0018177|MONDO:0020690
NANDO:2200088	53	[小慢] Ependymoma		[小慢] 上衣腫		MONDO:0016698
NANDO:2200089	65	[小慢] Oligodendroglioma		[小慢] 乏突起神経膠腫	乏突起膠腫	MONDO:0002540|MONDO:0002543|MONDO:0016695
NANDO:2200090	58	[小慢] Medulloblastoma		[小慢] 髄芽腫		MONDO:0002794|MONDO:0002797|MONDO:0007959
NANDO:2200091	60	[小慢] Craniopharyngioma		[小慢] 頭蓋咽頭腫		MONDO:0018907
NANDO:2200092	54	[小慢] Pineocytoma		[小慢] 松果体腫		MONDO:0016723
NANDO:2200093	67	[小慢] Choroid plexus papilloma		[小慢] 脈絡叢乳頭腫		MONDO:0009837
NANDO:2200094	59	[小慢] Meningioma		[小慢] 髄膜腫		MONDO:0003057|MONDO:0016642
NANDO:2200095	50	[小慢] Pituitary adenoma		[小慢] 下垂体腺腫		MONDO:0006373
NANDO:2200096	56	[小慢] Ganglioglioma		[小慢] 神経節膠腫		MONDO:0016733
NANDO:2200097	57	[小慢] Gangliocytoma		[小慢] 神経節腫	神経節細胞腫	MONDO:0016730
NANDO:2200098	62	[小慢] Chordoma		[小慢] 脊索腫		MONDO:0008978
NANDO:2200099	66	[小慢] Primitive neuroectodermal tumour of the central nervous system	Central nervous system primitive neuroectodermal tumor	[小慢] 未分化神経外胚葉性腫瘍（中枢性のものに限る。）	中枢神経系原始神経外胚葉性腫瘍	MONDO:0000640
NANDO:2200101	49	[小慢] Atypical teratoid, rhabdoid tumour	AT/RT	[小慢] 異型奇形腫瘍／ラブドイド腫瘍	非定型奇形腫様ラブドイド腫瘍|AT/RT	MONDO:0020560
NANDO:2200102	48	[小慢] Malignant neurinoma		[小慢] 悪性神経鞘腫	悪性末梢神経鞘腫瘍	MONDO:0017827
NANDO:2200103	55	[小慢] Neurinoma		[小慢] 神経鞘腫		MONDO:0002546
NANDO:2200104	51	[小慢] Teratoma of the central nervous system		[小慢] 奇形腫		MONDO:0002718
NANDO:2200108	61	[小慢] Intracranial germ cell tumour		[小慢] 頭蓋内胚細胞腫瘍		MONDO:0004218
NANDO:2200109	69	[小慢] Other tumours of the central nervous system		[小慢] 70から90までに掲げるもののほか、中枢神経系腫瘍		
NANDO:2200110	26	[小慢] Congenital nephrotic syndrome of the Finnish type	CNF	[小慢] フィンランド型先天性ネフローゼ症候群		MONDO:0009732
NANDO:2200111	25	[小慢] Diffuse mesangial sclerosis	DMS	[小慢] びまん性メサンギウム硬化症		MONDO:0019654
NANDO:2200112	24	[小慢] Minimal change nephrotic syndrome	MCNS	[小慢] 微小変化型ネフローゼ症候群		MONDO:0006835
NANDO:2200113	23	[小慢] Focal segmental glomerulosclerosis	FSGS	[小慢] 巣状分節性糸球体硬化症		MONDO:0005363
NANDO:2200114	27	[小慢] Membranous nephropathy		[小慢] 膜性腎症		MONDO:0005376
NANDO:2200115	28	[小慢] Other nephrotic syndromes		[小慢] 1から6までに掲げるもののほか、ネフローゼ症候群		
NANDO:2200121	32	[小慢] IgA nephropathy		[小慢] IgA腎症		MONDO:0005342
NANDO:2200122	43	[小慢] Mesangial proliferative glomerulonephritis	MesPGN	[小慢] メサンギウム増殖性糸球体腎炎		MONDO:0003139
NANDO:2200123	41	[小慢] Membranoproliferative glomerulonephritis	MPGN	[小慢] 膜性増殖性糸球体腎炎		MONDO:0002461|MONDO:0018904
NANDO:2200124	37	[小慢] Henoch-Schonlein purpura nephritis	Henoch-Schönlein purpura nephritis|HSPN	[小慢] 紫斑病性腎炎		
NANDO:2200125	36	[小慢] Goodpasture syndrome	Anti-glomerular basement membrane disease|Anti-GBM Nephritis	[小慢] 抗糸球体基底膜腎炎	グッドパスチャー症候群|Goodpasture症候群	MONDO:0009303
NANDO:2200126	42	[小慢] Alport syndrome	Alport's syndrome|AS	[小慢] 慢性糸球体腎炎（アルポート 症候群によるものに限る。）		MONDO:0018965
NANDO:2200127	33	[小慢] Epstein syndrome		[小慢] エプスタイン症候群	Epstein症候群	MONDO:0007954
NANDO:2200128	45	[小慢] Lupus nephritis	LN	[小慢] ループス腎炎		MONDO:0005556
NANDO:2200129	34	[小慢] Rapidly progressive glomerulonephritis due to microscopic poly-angitis	Rapidly progressive glomerulonephritis due to MPA	[小慢] 急速進行性糸球体腎炎（顕微鏡的多発血管炎によるものに限る。）		
NANDO:2200130	35	[小慢] Rapidly progressive glomerulonephritis due to granulomatosis with polyangiitis	Rapidly progressive glomerulonephritis due to GPA	[小慢] 急速進行性糸球体腎炎（多発血管炎性肉芽腫症によるものに限る。）		
NANDO:2200131	39	[小慢] Atypical hemolytic uremic syndrome	Atypical haemolytic uraemic syndrome|aHUS	[小慢] 非典型溶血性尿毒症症候群		MONDO:0016244
NANDO:2200132	38	[小慢] Nail-patella syndrome		[小慢] ネイル・パテラ症候群	爪膝蓋骨症候群|Nail-Patella症候群	MONDO:0008061
NANDO:2200133	40	[小慢] Glomerulopathy with fibronectin deposits, fibronectin nephropathy		[小慢] フィブロネクチン腎症		MONDO:0007671
NANDO:2200134	44	[小慢] Lipoprotein glomerulopathy	LPG	[小慢] リポタンパク糸球体症		MONDO:0012725
NANDO:2200135	46	[小慢] Other chronic glomerulonephritis		[小慢] 8から21までに掲げるもののほか、慢性糸球体腎炎		
NANDO:2200136	50	[小慢] Tubulointerstitial nephritis	TIN	[小慢] 慢性尿細管間質性腎炎		MONDO:0001085
NANDO:2200137	47	[小慢] Chronic pyelonephritis		[小慢] 慢性腎盂腎炎		MONDO:0001110
NANDO:2200138	1	[小慢] Amyloid nephropathy		[小慢] アミロイド腎		MONDO:0019065|MONDO:0007099
NANDO:2200139	3	[小慢] Familial juvenile hyperuricemic nephropathy	FJHN|Familial juvenile hyperuricaemic nephropathy	[小慢] 家族性若年性高尿酸血症性腎症		MONDO:0000608
NANDO:2200140	29	[小慢] Nephronophthisis	NPH|Juvenile nephronophthisis	[小慢] ネフロン癆		MONDO:0009728|MONDO:0019005
NANDO:2200141	14	[小慢] Renovascular hypertension		[小慢] 腎血管性高血圧		MONDO:0001105|MONDO:0006947
NANDO:2200142	15	[小慢] Renal vein thrombosis	RVT	[小慢] 腎静脈血栓症		
NANDO:2200143	16	[小慢] Renal arteriovenous fistula		[小慢] 腎動静脈瘻		
NANDO:2200144	18	[小慢] Renal tubular acidosis	RTA	[小慢] 尿細管性アシドーシス		MONDO:0001909
NANDO:2200145	4	[小慢] Gitelman syndrome	GS	[小慢] ギッテルマン症候群	Gitelman症候群	MONDO:0009904
NANDO:2200146	30	[小慢] Bartter syndrome	BS	[小慢] バーター症候群	Bartter症候群	MONDO:0015231
NANDO:2200147	17	[小慢] Nephro- and urolithiasis	Nephro-urolithiasis	[小慢] 腎尿管結石		
NANDO:2200148	49	[小慢] Chronic renal failure due to renal tumour		[小慢] 慢性腎不全（腎腫瘍によるものに限る。）		
NANDO:2200149	48	[小慢] Chronic renal failure due to acute tubular necrosis or renal ischemias	Chronic renal failure due to acute tubular necrosis or renal ischaemias	[小慢] 慢性腎不全（急性尿細管壊死または腎虚血によるものに限る。）		
NANDO:2200152	10	[小慢] Polycystic kidney disease	PKD|Polycystic kidney	[小慢] 多発性嚢胞腎		MONDO:0020642
NANDO:2200155	11	[小慢] Hypoplastic kidney		[小慢] 低形成腎		MONDO:0019637
NANDO:2200156	8	[小慢] Renal aplasia		[小慢] 腎無形成		MONDO:0018470
NANDO:2200157	12	[小慢] Potter syndrome	Potter sequence	[小慢] ポッター症候群	Potter症候群	MONDO:0001558
NANDO:2200158	9	[小慢] Multicystic dysplastic kidney	MCDK	[小慢] 多嚢胞性異形成腎		MONDO:0015988
NANDO:2200159	6	[小慢] Oligomeganephronia		[小慢] 寡巨大糸球体症		MONDO:0016407
NANDO:2200160	13	[小慢] Other renal malformations		[小慢] 38から44までに掲げるもののほか、腎奇形		
NANDO:2200178	19	[小慢] Obstructive uropathy		[小慢] 閉塞性尿路疾患		MONDO:0003330
NANDO:2200179	20	[小慢] Vesicoureteral reflux	VUR	[小慢] 膀胱尿管逆流		MONDO:0006007
NANDO:2200180	21	[小慢] Other urinary tract malformations		[小慢] 46及び47に掲げるもののほか、尿路奇形		
NANDO:2200186	2	[小慢] Atrophic kidney		[小慢] 萎縮腎		
NANDO:2200187	31	[小慢] Fanconi syndrome		[小慢] ファンコーニ症候群	Fanconi症候群	MONDO:0001083
NANDO:2200188	51	[小慢] Lowe syndrome	Oculocerebrorenal syndrome of Lowe|OCRL	[小慢] ロウ症候群	Lowe症候群	MONDO:0010645
NANDO:2200189	6	[小慢] Airway obstruction and stenosis		[小慢] 気道狭窄		
NANDO:2200197	5	[小慢] Bronchial asthma		[小慢] 気管支喘息		MONDO:0010940
NANDO:2200198	8	[小慢] Congenital central hypoventilation syndrome	CCHS	[小慢] 先天性中枢性低換気症候群		MONDO:0008852
NANDO:2200199	2	[小慢] Idiopathic interstitial pneumonia	IIPs	[小慢] 特発性間質性肺炎		MONDO:0002429
NANDO:2200200	1	[小慢] Congenital alveolar proteinosis	Congenital pulmonary alveolar proteinosis|C-PAP|Congenital PAP|Hereditary pulmonary alveolar proteinosis	[小慢] 先天性肺胞蛋白症	先天性PAP	MONDO:0012580
NANDO:2200202	3	[小慢] Pulmonary alveolar microlithiasis	PAM	[小慢] 肺胞微石症		MONDO:0009928
NANDO:2200203	10	[小慢] Primary ciliary dyskinesia		[小慢] 線毛機能不全症候群		MONDO:0016575
NANDO:2200205	12	[小慢] Cystic fibrosis	CF	[小慢] 嚢胞性線維症		MONDO:0009061
NANDO:2200206	4	[小慢] Bronchiectasis		[小慢] 気管支拡張症		MONDO:0004822
NANDO:2200207	11	[小慢] Idiopathic pulmonary hemosiderosis	Idiopathic pulmonary haemosiderosis	[小慢] 特発性肺ヘモジデローシス		MONDO:0008346
NANDO:2200208	14	[小慢] Chronic lung disease	CLD	[小慢] 慢性肺疾患		
NANDO:2200209	13	[小慢] Bronchiolitis obliterans	Obliterating bronchiolitis	[小慢] 閉塞性細気管支炎		MONDO:0015265
NANDO:2200210	7	[小慢] Congenital diaphragmatic hernia	CDH	[小慢] 先天性横隔膜ヘルニア		MONDO:0005711
NANDO:2200211	9	[小慢] Congenital cystic lung disease		[小慢] 先天性嚢胞性肺疾患		
NANDO:2200212	72	[小慢] Sick sinus syndrome	SSS	[小慢] 洞不全症候群		MONDO:0001823
NANDO:2200213	96	[小慢] Mobitz type II second degree atrioventricular block		[小慢] モビッツ2型ブロック	Mobitz2型ブロック 	MONDO:0001261
NANDO:2200214	9	[小慢] Complete atrio-ventricular block		[小慢] 完全房室ブロック		MONDO:0000468|MONDO:0009326
NANDO:2200215	13	[小慢] Bundle branch block		[小慢] 脚ブロック		MONDO:0020803
NANDO:2200216	67	[小慢] Polymorphic ventricular premature beat		[小慢] 多源性心室期外収縮		MONDO:0017990
NANDO:2200217	26	[小慢] Supraventricular tachycardia due to WPW syndrome		[小慢] 上室頻拍（WPW症候群によるものに限る。）		MONDO:0008685
NANDO:2200218	27	[小慢] Multiple atrial tachycardia		[小慢] 多源性心房頻拍		MONDO:0005479|MONDO:0005310
NANDO:2200219	28	[小慢] Other supraventricular tachycardia		[小慢] 6及び7に掲げるもののほか、上室頻拍		
NANDO:2200220	33	[小慢] Verapamil sensitive ventricular tachycardia		[小慢] ベラパミル感受性心室頻拍		
NANDO:2200221	32	[小慢] Catecholaminergic polymorphic ventricular tachycardia	CPVT	[小慢] カテコラミン誘発多形性心室頻拍		MONDO:0017990
NANDO:2200222	34	[小慢] Other ventricular tachycardia		[小慢] 9及び10に掲げるもののほか、心室頻拍		
NANDO:2200225	47	[小慢] Atrial flutter		[小慢] 心房粗動		MONDO:0005310
NANDO:2200226	46	[小慢] Atrial fibrillation	AF	[小慢] 心房細動		MONDO:0004981
NANDO:2200227	30	[小慢] Ventricular fibrillation		[小慢] 心室細動		MONDO:0000190
NANDO:2200228	14	[小慢] Long qt syndrome	LQTS	[小慢] QT延長症候群		MONDO:0002442|MONDO:0019171
NANDO:2200229	88	[小慢] Hypertrophic cardiomyopathy	HCM	[小慢] 肥大型心筋症		MONDO:0005045
NANDO:2200230	91	[小慢] Arrhythmogenic right ventricular cardiomyopathy or dysplasia		[小慢] 不整脈源性右室心筋症		MONDO:0016587
NANDO:2200231	29	[小慢] Non-compaction of the ventricle		[小慢] 心筋緻密化障害		MONDO:0018901
NANDO:2200232	4	[小慢] Dilated cardiomyopathy	DCM	[小慢] 拡張型心筋症		MONDO:0005021
NANDO:2200233	20	[小慢] Restrictive cardiomyopathy	Restricted cardiomyopathy	[小慢] 拘束型心筋症		MONDO:0005201
NANDO:2200234	35	[小慢] Aneurysm of ventricle	Diverticulum of ventricle	[小慢] 心室瘤		MONDO:0006779|MONDO:0015677
NANDO:2200235	45	[小慢] Endocardial fibroelastosis		[小慢] 心内膜線維弾性症		MONDO:0009169
NANDO:2200236	36	[小慢] Cardiac tumor		[小慢] 心臓腫瘍		MONDO:0021209
NANDO:2200237	93	[小慢] Chronic myocarditis		[小慢] 慢性心筋炎		
NANDO:2200238	94	[小慢] Chronic pericarditis		[小慢] 慢性心膜炎		
NANDO:2200239	25	[小慢] Constrictive pericarditis		[小慢] 収縮性心膜炎		MONDO:0006711
NANDO:2200240	53	[小慢] Congenital defect of the pericardium		[小慢] 先天性心膜欠損症		
NANDO:2200241	76	[小慢] Idiopathic rupture of chordae tendineae of the mitral valve in infants		[小慢] 乳児特発性僧帽弁腱索断裂		
NANDO:2200242	10	[小慢] Abnormal origin of left coronary artery from pulmonary artery		[小慢] 左冠動脈肺動脈起始症		MONDO:0000811
NANDO:2200243	11	[小慢] Abnormal origin of right coronary artery from pulmonary artery		[小慢] 右冠動脈肺動脈起始症		
NANDO:2200244	12	[小慢] Other anomalous origin of coronary artery		[小慢] 29及び30に掲げるもののほか、冠動脈起始異常		
NANDO:2200245	5	[小慢] Coronary aneurysms complicated with Kawasaki disease		[小慢] 川崎病性冠動脈瘤		
NANDO:2200246	6	[小慢] Stenosis or atresia of coronary artery		[小慢] 冠動脈狭窄症		MONDO:0006715
NANDO:2200247	15	[小慢] Angina pectoris		[小慢] 狭心症		
NANDO:2200248	16	[小慢] Myocardial infarction		[小慢] 心筋梗塞		MONDO:0005068
NANDO:2200249	22	[小慢] Hypoplastic left heart syndrome		[小慢] 左心低形成症候群		MONDO:0004933
NANDO:2200250	68	[小慢] Single ventricle		[小慢] 単心室症		MONDO:0015451
NANDO:2200251	24	[小慢] Tricuspid atresia		[小慢] 三尖弁閉鎖症		MONDO:0011514
NANDO:2200252	84	[小慢] Pulmonary atresia with ventricular septal defect		[小慢] 心室中隔欠損を伴う肺動脈閉鎖症	極型ファロー四徴症	MONDO:0008343
NANDO:2200253	85	[小慢] Pulmonary atresia with intact ventricular septum		[小慢] 心室中隔欠損を伴わない肺動脈閉鎖症		MONDO:0009931
NANDO:2200254	89	[小慢] Tetralogy of Fallot	Fallot's Tetralogy	[小慢] ファロー四徴症	Fallot四徴症	MONDO:0008542
NANDO:2200255	97	[小慢] Taussig-Bing anomaly		[小慢] タウジッヒ・ビング奇形	Taussig-Bing奇形	
NANDO:2200256	98	[小慢] Double outlet right ventricle		[小慢] 両大血管右室起始症		MONDO:0018089
NANDO:2200257	99	[小慢] Double-outlet left ventricle		[小慢] 両大血管左室起始症		MONDO:0018090
NANDO:2200258	8	[小慢] Complete transposition of the great arteries	Complete TGA	[小慢] 完全大血管転位症		MONDO:0000153
NANDO:2200259	52	[小慢] Congenitally corrected transposition of the great arteries		[小慢] 先天性修正大血管転位症		MONDO:0016301
NANDO:2200260	3	[小慢] Ebstein's anomaly	Ebstein anomaly|Ebstein's malformation|Ebstein malformation	[小慢] エプスタイン病	Ebstein病|Ebstein奇形	MONDO:0009144
NANDO:2200261	54	[小慢] Truncus arteriosus communis		[小慢] 総動脈幹遺残症		MONDO:0018072
NANDO:2200262	63	[小慢] Aorto-pulmonary window		[小慢] 大動脈肺動脈窓		MONDO:0021902
NANDO:2200263	23	[小慢] Cor triatriatum		[小慢] 三心房心		MONDO:0015450
NANDO:2200264	73	[小慢] Patent ductus arteriosus		[小慢] 動脈管開存症		MONDO:0011827
NANDO:2200265	49	[小慢] Common atrium		[小慢] 単心房症		
NANDO:2200266	50	[小慢] Atrial septal defect, ostium secundum type		[小慢] 二次孔型心房中隔欠損症		MONDO:0020434|MONDO:0020439
NANDO:2200267	48	[小慢] Atrial septal defect, sinus venosus type		[小慢] 静脈洞型心房中隔欠損症		MONDO:0020436
NANDO:2200268	51	[小慢] Incomplete atrioventricular septal defect		[小慢] 不完全型房室中隔欠損症	不完全型心内膜床欠損症	MONDO:0015275
NANDO:2200269	7	[小慢] Complete atrioventricular septal defect		[小慢] 完全型房室中隔欠損症	完全型心内膜床欠損症	MONDO:0015273
NANDO:2200270	31	[小慢] Ventricular septal defect		[小慢] 心室中隔欠損症		MONDO:0002070
NANDO:2200271	77	[小慢] Total anomalous pulmonary venous connection		[小慢] 総肺静脈還流異常症		MONDO:0007130
NANDO:2200272	78	[小慢] Partial anomalous pulmonary venous connection		[小慢] 部分肺静脈還流異常症		MONDO:0020453
NANDO:2200273	79	[小慢] Pulmonary venous obstruction		[小慢] 肺静脈狭窄症		MONDO:0017864
NANDO:2200274	21	[小慢] Left ventricular-right atrial communication		[小慢] 左室右房交通症		MONDO:0020428
NANDO:2200275	2	[小慢] Double-chambered right ventricle		[小慢] 右室二腔症		MONDO:0016581
NANDO:2200276	86	[小慢] Subvalvular pulmonary stenosis		[小慢] 肺動脈弁下狭窄症		MONDO:0006935
NANDO:2200277	64	[小慢] Subvalvular aortic stenosis		[小慢] 大動脈弁下狭窄症		MONDO:0006987
NANDO:2200278	80	[小慢] Supravalvular pulmonary stenosis		[小慢] 肺動脈弁上狭窄症		MONDO:0017870
NANDO:2200279	81	[小慢] Peripheral pulmonary stenosis		[小慢] 末梢性肺動脈狭窄症		
NANDO:2200280	87	[小慢] Absent pulmonary valve		[小慢] 肺動脈弁欠損		MONDO:0020064
NANDO:2200281	82	[小慢] Origin of pulmonary artery from ascending aorta		[小慢] 肺動脈上行大動脈起始症		MONDO:0020391
NANDO:2200282	1	[小慢] Unilateral absence of a pulmonary artery		[小慢] 一側肺動脈欠損		MONDO:0020007
NANDO:2200283	59	[小慢] Coarctation of the aorta		[小慢] 大動脈縮窄症		MONDO:0007345
NANDO:2200284	60	[小慢] Coarctation complex		[小慢] 大動脈縮窄複合		MONDO:0007345|MONDO:0015446
NANDO:2200285	61	[小慢] Supravalvular aortic stenosis		[小慢] 大動脈弁上狭窄症		MONDO:0008504
NANDO:2200286	58	[小慢] Williams syndrome		[小慢] ウィリアムズ症候群	Williams症候群	MONDO:0008678
NANDO:2200287	62	[小慢] Other coarctation of the aorta		[小慢] 70から73までに掲げるもののほか、大動脈狭窄症		
NANDO:2200288	57	[小慢] Interruption of aortic arch complex		[小慢] 大動脈弓離断複合		MONDO:0009010
NANDO:2200289	56	[小慢] Aortic arch occlusive disease		[小慢] 大動脈弓閉塞症		
NANDO:2200290	18	[小慢] Double aortic arch disease		[小慢] 重複大動脈弓症		MONDO:0020413
NANDO:2200291	17	[小慢] Vascular sling	PA sling|Pulmonary artery sling	[小慢] 左肺動脈右肺動脈起始症		
NANDO:2200292	19	[小慢] Other vascular ring		[小慢] 77及び78に掲げるもののほか、血管輪		
NANDO:2200293	66	[小慢] Aneurysm of sinus valsalva		[小慢] バルサルバ洞動脈瘤	Valsalva洞動脈瘤	MONDO:0015197
NANDO:2200294	65	[小慢] Aortic aneurysm		[小慢] 大動脈瘤		MONDO:0005160
NANDO:2200295	70	[小慢] Pulmonary arteriovenous fistulae		[小慢] 肺動静脈瘻		MONDO:0009930
NANDO:2200296	69	[小慢] Coronary artery fistula		[小慢] 冠動脈瘻		MONDO:0016081
NANDO:2200297	71	[小慢] Other arteriovenous fistulae		[小慢] 82及び83に掲げるもののほか、動静脈瘻		
NANDO:2200298	83	[小慢] Pulmonary arterial hypertension		[小慢] 肺動脈性肺高血圧症		MONDO:0015924
NANDO:2200299	95	[小慢] Chronic cor pulmonale		[小慢] 慢性肺性心		MONDO:0001493
NANDO:2200300	37	[小慢] Tricuspid valve stenosis		[小慢] 三尖弁狭窄症		MONDO:0005997
NANDO:2200301	38	[小慢] Tricuspid valve regurgitation		[小慢] 三尖弁閉鎖不全症		MONDO:0002870
NANDO:2200302	39	[小慢] Mitral valve stenosis		[小慢] 僧帽弁狭窄症		MONDO:0005852
NANDO:2200303	40	[小慢] Mitral regurgitation		[小慢] 僧帽弁閉鎖不全症		MONDO:0001298
NANDO:2200304	43	[小慢] Pulmonary valve stenosis		[小慢] 肺動脈弁狭窄症		MONDO:0006936
NANDO:2200305	44	[小慢] Pulmonary valve regurgitation		[小慢] 肺動脈弁閉鎖不全症		MONDO:0001927
NANDO:2200306	41	[小慢] Aortic valve stenosis		[小慢] 大動脈弁狭窄症		MONDO:0042981
NANDO:2200307	42	[小慢] Aortic valve regurgitation		[小慢] 大動脈弁閉鎖不全症		MONDO:0005648
NANDO:2200308	55	[小慢] Supramitral ring		[小慢] 僧帽弁弁上輪		MONDO:0020400
NANDO:2200309	75	[小慢] Asplenia syndrome		[小慢] 無脾症候群		
NANDO:2200310	74	[小慢] Polysplenia syndrome		[小慢] 多脾症候群		
NANDO:2200311	90	[小慢] Post-Fontan syndrome		[小慢] フォンタン術後症候群	Fontan術後症候群	
NANDO:2200312	5	[小慢] Congenital hypopituitarism		[小慢] 先天性下垂体機能低下症		MONDO:0018762
NANDO:2200313	4	[小慢] Acquired hypopituitarism		[小慢] 後天性下垂体機能低下症		MONDO:0019832
NANDO:2200314	6	[小慢] Pituitary gigantism		[小慢] 下垂体性巨人症		MONDO:0020479
NANDO:2200315	55	[小慢] Acromegaly		[小慢] 先端巨大症		MONDO:0019933
NANDO:2200316	45	[小慢] Growth hormone deficiency caused by cerebral organic disorders		[小慢] 成長ホルモン分泌不全性低身長症（脳の器質的原因によるものに限る。）	GH分泌不全性低身長症（脳の器質的原因によるものに限る。）	
NANDO:2200318	46	[小慢] Growth hormone deficiency not caused by cerebral organic disorders		[小慢] 成長ホルモン分泌不全性低身長症（脳の器質的原因によるものを除く。）	GH分泌不全性低身長症（脳の器質的原因によるものを除く。）	
NANDO:2200320	43	[小慢] IGF1 insensitivity		[小慢] インスリン様成長因子1不応症	IGF-1不応症	MONDO:0010038
NANDO:2200321	44	[小慢] Growth hormone insensitivity		[小慢] 成長ホルモン不応性症候群		MONDO:0015892
NANDO:2200322	33	[小慢] Hyperprolactinemia	Hyperprolactinaemia	[小慢] 高プロラクチン血症		MONDO:0005804
NANDO:2200323	34	[小慢] Syndrome of inappropriate secretion of antidiuretic hormone	SIADH	[小慢] 抗利尿ホルモン不適切分泌症候群	バゾプレシン分泌過剰症|ADH分泌亢進症	MONDO:0006802
NANDO:2200324	75	[小慢] Central diabetes insipidus		[小慢] 中枢性尿崩症		MONDO:0015790
NANDO:2200325	73	[小慢] Adipsic hypernatremia	Adipsic hypernatraemia|Essential hypernatremia	[小慢] 口渇中枢障害を伴う高ナトリウム血症	本態性高ナトリウム血症|無飲症性高ナトリウム血症	MONDO:0018620
NANDO:2200326	74	[小慢] Nephrogenic diabetes insipidus		[小慢] 腎性尿崩症		MONDO:0016383
NANDO:2200327	67	[小慢] Cerebral salt wasting syndrome		[小慢] 中枢性塩喪失症候群		
NANDO:2200328	24	[小慢] Basedow disease	Graves' disease	[小慢] バセドウ病	Basedow病 	MONDO:0005364
NANDO:2200329	23	[小慢] Hyperthyroidism		[小慢] 甲状腺機能亢進症		MONDO:0004425
NANDO:2200330	28	[小慢] Ectoic thyroid		[小慢] 異所性甲状腺		MONDO:0019854
NANDO:2200331	30	[小慢] Thyroid agenesis	Athyreosis	[小慢] 無甲状腺症		MONDO:0019855
NANDO:2200332	29	[小慢] Thyroid-stimulating hormone deficiency		[小慢] 甲状腺刺激ホルモン分泌低下症	TSH分泌低下症	MONDO:0016410
NANDO:2200334	31	[小慢] Other congenital hypothyroidism	CH	[小慢] 17から19までに掲げるもののほか、先天性甲状腺機能低下症		
NANDO:2200335	26	[小慢] Hashimoto disease	Hashimoto’s thyroiditis	[小慢] 橋本病		MONDO:0007699
NANDO:2200336	25	[小慢] Atrophic thyroiditis	Primary myxedema	[小慢] 萎縮性甲状腺炎	特発性粘液水腫	MONDO:0005624
NANDO:2200337	27	[小慢] Other acquired hypothyroidism		[小慢] 21及び22に掲げるもののほか、後天性甲状腺機能低下症		
NANDO:2200341	32	[小慢] Resistance to thyroid hormone	Syndrome of Resistance to Thyroid Hormone|RTH	[小慢] 甲状腺ホルモン不応症		MONDO:0001328|MONDO:0010131
NANDO:2200342	54	[小慢] Adenomatous goiter	Adenomatous goitre	[小慢] 腺腫様甲状腺腫		
NANDO:2200343	78	[小慢] Hyperparathyroidism		[小慢] 副甲状腺機能亢進症		MONDO:0001741
NANDO:2200344	80	[小慢] Parathyroid gland defect		[小慢] 副甲状腺欠損症		
NANDO:2200345	79	[小慢] Hypoparathyroidism		[小慢] 副甲状腺機能低下症		MONDO:0001220|MONDO:0015895
NANDO:2200346	35	[小慢] Autoimmune polyendocrinopathy type 1		[小慢] 自己免疫性多内分泌腺症候群1型		MONDO:0009411
