NANDO	notification_number	disease_name_en	disease_name_synonym_en	disease_name_ja	disease_name_synonym_ja	Mondo
NANDO:1200001	1	[指定] Spinal and bulbar muscular atrophy	SBMA|Kennedy disease	[指定] 球脊髄性筋萎縮症	Kennedy-Alter-Sung症候群|KAS	MONDO:0010735|MONDO:0016113
NANDO:1200002	2	[指定] Amyotrophic lateral sclerosis	ALS	[指定] 筋萎縮性側索硬化症		MONDO:0004976
NANDO:1200003	3	[指定] Spinal muscular atrophy	SMA	[指定] 脊髄性筋萎縮症		MONDO:0001516
NANDO:1200008	4	[指定] Primary lateral sclerosis	PLS	[指定] 原発性側索硬化症		MONDO:0018155
NANDO:1200009	5	[指定] Progressive supranuclear palsy	PSP	[指定] 進行性核上性麻痺		MONDO:0019037
NANDO:1200010	6	[指定] Parkinson's disease	Parkinson disease|PD	[指定] パーキンソン病		MONDO:0005180
NANDO:1200011	7	[指定] Corticobasal degeneration	CBD	[指定] 大脳皮質基底核変性症		MONDO:0022308|MONDO:0022880
NANDO:1200012	8	[指定] Huntington's disease	Huntington disease	[指定] ハンチントン病		MONDO:0007739
NANDO:1200013	9	[指定] Neuroacanthocytosis		[指定] 神経有棘赤血球症		MONDO:0016987
NANDO:1200016	10	[指定] Charcot-Marie-Tooth disease	CMT	[指定] シャルコー・マリー・トゥース病		MONDO:0015626
NANDO:1200020	11	[指定] Myasthenia gravis	MG	[指定] 重症筋無力症		MONDO:0009688
NANDO:1200021	12	[指定] Congenital myasthenic syndrome	CMS	[指定] 先天性筋無力症候群		MONDO:0018940
NANDO:1200022	13	[指定] Multiple sclerosis/Neuromyelitis optica spectrum disorders	MS/NMOSD|Multiple sclerosis/Neuromyelitis optica|MS/NMO	[指定] 多発性硬化症／視神経脊髄炎		
NANDO:1200029	14	[指定] Chronic inflammatory demyelinating polyneuropathy/Multifocal motor neuropathy	CIDP/MMN	[指定] 慢性炎症性脱髄性多発神経炎／多巣性運動ニューロパチー		
NANDO:1200032	15	[指定] Sporadic inclusion body myositis	sIBM	[指定] 封入体筋炎		MONDO:0007827
NANDO:1200033	16	[指定] Crow-Fukase syndrome	POEMS syndrome|Polyneuropathy, organomegaly, endocrinopathy, M-protein, and skin changes syndrome	[指定] クロウ・深瀬症候群	POEMS症候群	MONDO:0017364
NANDO:1200034	17	[指定] Multiple system atrophy	MSA	[指定] 多系統萎縮症		MONDO:0007803
NANDO:1200037	18	[指定] Spinocerebellar degeneration	SCD	[指定] 脊髄小脳変性症		MONDO:0000437
NANDO:1200055	19	[指定] Lysosomal storage disease		[指定] ライソゾーム病		MONDO:0002561
NANDO:1200165	20	[指定] Adrenoleukodystrophy		[指定] 副腎白質ジストロフィー		MONDO:0018544
NANDO:1200173	21	[指定] Mitochondrial diseases		[指定] ミトコンドリア病	ミトコンドリア脳筋症	MONDO:0004069|MONDO:0044970
NANDO:1200183	22	[指定] Moyamoya disease		[指定] もやもや病	ウィリス動脈輪閉塞症	MONDO:0016820
NANDO:1200186	23	[指定] Prion disease		[指定] プリオン病		MONDO:0005429
NANDO:1200195	24	[指定] Subacute sclerosing panencephalitis	SSPE	[指定] 亜急性硬化性全脳炎		MONDO:0009835
NANDO:1200205	25	[指定] Progressive multifocal leukoencephalopathy	PML	[指定] 進行性多巣性白質脳症		MONDO:0016318
NANDO:1200206	26	[指定] HTLV-1-associated myelopathy	HAM	[指定] HTLV-1関連脊髄症	HAM	MONDO:0008039
NANDO:1200207	27	[指定] Idiopathic basal ganglia calcification	IBGC	[指定] 特発性基底核石灰化症		MONDO:0008947
NANDO:1200209	28	[指定] Systemic amyloidosis		[指定] 全身性アミロイドーシス		MONDO:0017816
NANDO:1200215	29	[指定] Ullrich disease	Ullrich's disease|Ullrich congenital muscular dystrophy	[指定] ウルリッヒ病	ウルリッヒ型先天性筋ジストロフィー	MONDO:0000355|MONDO:0009681
NANDO:1200216	30	[指定] Distal myopathy		[指定] 遠位型ミオパチー		MONDO:0018949
NANDO:1200220	31	[指定] Bethlem Myopathy		[指定] ベスレムミオパチー		MONDO:0008029
NANDO:1200221	32	[指定] Autophagic vacuolar myopathy		[指定] 自己貪食空胞性ミオパチー		
NANDO:1200224	33	[指定] Schwartz-Jampel syndrome	SJS	[指定] シュワルツ・ヤンペル症候群	Schwartz-Jampel症候群	MONDO:0009717
NANDO:1200225	34	[指定] Neurofibromatosis		[指定] 神経線維腫症		MONDO:0018975|MONDO:0021061
NANDO:1200228	35	[指定] Pemphigus		[指定] 天疱瘡		MONDO:0006594
NANDO:1200234	36	[指定] Epidermolysis bullosa		[指定] 表皮水疱症		MONDO:0006541
NANDO:1200240	37	[指定] Pustular psoriasis	Generalized pustular psoriasis|GPP	[指定] 膿疱性乾癬（汎発型）		MONDO:0016597|MONDO:0022205
NANDO:1200245	38	[指定] Stevens-Johnson syndrome	SJS	[指定] スティーヴンス・ジョンソン症候群	皮膚粘膜眼症候群|Stevens-Johnson症候群	MONDO:0018229
NANDO:1200246	39	[指定] Toxic epidermal necrolysis	TEN	[指定] 中毒性表皮壊死症		MONDO:0019810
NANDO:1200251	40	[指定] Takayasu arteritis	Aortitis syndrome|Takayasu's arteritis	[指定] 高安動脈炎		MONDO:0006656|MONDO:0017991
NANDO:1200258	41	[指定] Giant cell arteritis	GCA	[指定] 巨細胞性動脈炎		MONDO:0008538
NANDO:1200261	42	[指定] Polyarteritis nodosa	Periarteritis nodosa|PAN	[指定] 結節性多発動脈炎	結節性動脈周囲炎	MONDO:0019170
NANDO:1200262	43	[指定] Microscopic polyangiitis	MPA	[指定] 顕微鏡的多発血管炎		MONDO:0019124
NANDO:1200263	44	[指定] Granulomatosis with polyangiitis	Wegeners granulomatosis|GPA	[指定] 多発血管炎性肉芽腫症	ウェゲナー肉芽腫症	MONDO:0012105
NANDO:1200264	45	[指定] Eosinophilic granulomatosis with polyangiitis	EGPA|Allergic granulomatous angiitis|Churg Strauss syndrome	[指定] 好酸球性多発血管炎性肉芽腫症	アレルギー性肉芽腫性血管炎|チャーグ・ストラウス症候群	MONDO:0015943
NANDO:1200265	46	[指定] Rheumatoid vasculitis	Rheumatoid arthritis with vasculitis|Malignant rheumatoid arthritis	[指定] 悪性関節リウマチ	リウマトイド血管炎|血管炎を伴う関節リウマチ	MONDO:0043267
NANDO:1200266	47	[指定] Buerger's disease	Thromboangiitis obliterans|TAO	[指定] バージャー病	ビュルガー病|閉塞性血栓血管炎	MONDO:0008889
NANDO:1200267	48	[指定] Primary antiphospholipid antibody syndrome	Primary antiphospholipid syndrome|Primary APS	[指定] 原発性抗リン脂質抗体症候群	原発性APS	MONDO:0005204
NANDO:1200272	49	[指定] Systemic lupus erythematosus		[指定] 全身性エリテマトーデス		MONDO:0007915
NANDO:1200273	50	[指定] Dermatomyositis/Polymyositis	DM/PM	[指定] 皮膚筋炎／多発性筋炎		
NANDO:1200277	51	[指定] Systemic sclerosis	Systemic scleroderma	[指定] 全身性強皮症		MONDO:0005100
NANDO:1200278	52	[指定] Mixed connective tissue disease	MCTD	[指定] 混合性結合組織病		MONDO:0005854
NANDO:1200279	53	[指定] Sjogren's syndrome	Sjogren syndrome|Sjögren's syndrome	[指定] シェーグレン症候群	Sjogren症候群	MONDO:0010030
NANDO:1200282	54	[指定] Adult Still's disease	Adult Still disease|Adult-onset Still disease|AOSD	[指定] 成人スチル病	成人Still病	MONDO:0019355
NANDO:1200283	55	[指定] Relapsing polychondritis	RP	[指定] 再発性多発軟骨炎		MONDO:0019125
NANDO:1200284	56	[指定] Behcet's disease	Behcet disease	[指定] ベーチェット病		MONDO:0007191
NANDO:1200285	57	[指定] Idiopathic dilated cardiomyopathy		[指定] 特発性拡張型心筋症		
NANDO:1200286	58	[指定] Hypertrophic cardiomyopathy	HCM	[指定] 肥大型心筋症		MONDO:0005045
NANDO:1200292	59	[指定] Restrictive cardiomyopathy	Restricted cardiomyopathy	[指定] 拘束型心筋症		MONDO:0005201
NANDO:1200295	60	[指定] Aplastic anemia	Aplastic anaemia	[指定] 再生不良性貧血		MONDO:0015909
NANDO:1200305	61	[指定] Autoimmune hemolytic anemia	Autoimmune haemolytic anaemia|AIHA	[指定] 自己免疫性溶血性貧血		MONDO:0020108
NANDO:1200311	62	[指定] Paroxysmal nocturnal hemoglobinuria	Paroxysmal nocturnal haemoglobinuria|PNH	[指定] 発作性夜間ヘモグロビン尿症		MONDO:0018641
NANDO:1200315	63	[指定] Idiopathic thrombocytopenic purpura	Primary immune thrombocytopenia	[指定] 特発性血小板減少性紫斑病		MONDO:0008558
NANDO:1200316	64	[指定] Thrombotic thrombocytopenic purpura	TTP	[指定] 血栓性血小板減少性紫斑病		MONDO:0018896
NANDO:1200320	65	[指定] Primary immunodeficiency syndrome	Primary immunodeficiency disease|PID	[指定] 原発性免疫不全症候群		MONDO:0003778
NANDO:1200366	66	[指定] IgA nephropathy		[指定] IgＡ腎症		MONDO:0005342
NANDO:1200367	67	[指定] Polycystic kidney disease	Polycystic kidney|PKD	[指定] 多発性嚢胞腎		MONDO:0020642
NANDO:1200370	68	[指定] Ossification of ligamentum flavum	Ossification of the ligamentum flavum|OLF	[指定] 黄色靱帯骨化症		
NANDO:1200371	69	[指定] Ossification of posterior longitudinal ligament	OPLL|Ossification of the posterior longitudinal ligament	[指定] 後縦靱帯骨化症	OPLL	MONDO:0011230
NANDO:1200372	70	[指定] Coexisting cervical and lumbar spinal stenosis		[指定] 広範脊柱管狭窄症		MONDO:0005965
NANDO:1200373	71	[指定] Idiopathic osteonecrosis of femoral head	Idiopathic osteonecrosis of the femoral head|ION	[指定] 特発性大腿骨頭壊死症		MONDO:0012126
NANDO:1200374	72	[指定] Diencephalo-hypophysial insufficiency-inappropriate ADH syndrome	Pituitary ADH secretion disorders|Syndrome of inappropriate ADH secretion|SIADH	[指定] 下垂体性ADH分泌異常症		
NANDO:1200377	73	[指定] Diencephalo-hypophysial insufficiency-inappropriate thyroid stimulating hormone syndrome	TSH-secreting pituitary adenoma|Syndrome of inappropriate thyroid-stimulating hormone secretion|Syndrome of inappropriate TSH secretion	[指定] 下垂体性TSH分泌亢進症		MONDO:0019611
NANDO:1200378	74	[指定] Diencephalo-hypophysial insufficiency-inappropriate prolactin syndrome	Prolactin secreting pituitary adenoma|PRL-secreting pituitary adenoma|Inappropriate prolactin secretion syndrome	[指定] 下垂体性PRL分泌亢進症		MONDO:0010911
NANDO:1200379	75	[指定] Cushing disease	Cushing's Disease	[指定] クッシング病	Cushing病	MONDO:0009050
NANDO:1200380	76	[指定] Diencephalo-hypophysial dysfunction-syndrome of abnormal secretion of gonadotropin	Pituitary gonadotropin secretion hyperthyroidism	[指定] 下垂体性ゴナドトロピン分泌亢進症		
NANDO:1200386	77	[指定] Diencephalo-hypophysial dysfunction-syndrome of abnormal secretion of growth hormone	Growth hormone secreting pituitary adenoma	[指定] 下垂体性成長ホルモン分泌亢進症		MONDO:0006238
NANDO:1200387	78	[指定] Hypopituitarism syndrome	Hypopituitarism	[指定] 下垂体前葉機能低下症		MONDO:0005152
NANDO:1200394	79	[指定] Homozygous familial hypercholesterolemia	Homozygous familial hypercholesterolaemia|Homozygous FH	[指定] 家族性高コレステロール血症ホモ接合体	FHホモ接合体	MONDO:0018328
NANDO:1200395	80	[指定] Resistance to thyroid hormone	Syndrome of Resistance to Thyroid Hormone|RTH|Thyroid hormone insensitivity syndrome	[指定] 甲状腺ホルモン不応症		MONDO:0001328|MONDO:0010131
NANDO:1200396	81	[指定] Congenital adrenal enzyme deficiency	Congenital adrenal hyperplasia|Congenial adrenal cortex enzyme deficiency	[指定] 先天性副腎皮質酵素欠損症		MONDO:0018479
NANDO:1200403	82	[指定] Congenital adrenal hypoplasia		[指定] 先天性副腎低形成症	常染色体性先天性副腎低形成	MONDO:0010264|MONDO:0016241
NANDO:1200411	83	[指定] Addison's disease	Primary chronic adrenocortical insufficiency|Addison disease	[指定] アジソン病	Addison病	MONDO:0009410|MONDO:0015129
NANDO:1200415	84	[指定] Sarcoidosis		[指定] サルコイドーシス		MONDO:0019338
NANDO:1200416	85	[指定] Idiopathic interstitial pneumonia	IIPs	[指定] 特発性間質性肺炎		MONDO:0002429
NANDO:1200425	86	[指定] Pulmonary arterial hypertension	PAH	[指定] 肺動脈性肺高血圧症		MONDO:0015924
NANDO:1200426	87	[指定] Pulmonary veno-occlusive disease / pulmonary capillary hemangiomatosis	Pulmonary veno-occlusive disease / pulmonary capillary haemangiomatosis|Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis|PVOD / PCH	[指定] 肺静脈閉塞症／肺毛細血管腫症		MONDO:0018554
NANDO:1200429	88	[指定] Chronic thromboembolic pulmonary hypertension	CTEPH	[指定] 慢性血栓塞栓性肺高血圧症		MONDO:0013024
NANDO:1200430	89	[指定] Lymphangioleiomyomatosis	LAM	[指定] リンパ脈管筋腫症	LAM	MONDO:0011705
NANDO:1200431	90	[指定] Retinitis pigmentosa		[指定] 網膜色素変性症		MONDO:0019200
NANDO:1200437	91	[指定] Budd-Chiari syndrome		[指定] バッド・キアリ症候群		MONDO:0010947
NANDO:1200438	92	[指定] Idiopathic portal hypertension	Banti syndrome|IPH	[指定] 特発性門脈圧亢進症	バンチ症候群|Banti症候群	MONDO:0021969
NANDO:1200439	93	[指定] Primary biliary cholangitis	Primary biliary cirrhosis|PBC	[指定] 原発性胆汁性胆管炎		MONDO:0005388
NANDO:1200440	94	[指定] Primary sclerosing cholangitis	PSC	[指定] 原発性硬化性胆管炎	PSC	MONDO:0013433|MONDO:0018646
NANDO:1200441	95	[指定] Autoimmune hepatitis	AIH	[指定] 自己免疫性肝炎		MONDO:0016264
NANDO:1200444	96	[指定] Crohn's disease	Crohn Disease	[指定] クローン病	Crohn病	MONDO:0005011
NANDO:1200449	97	[指定] Ulcerative colitis		[指定] 潰瘍性大腸炎		MONDO:0005101
NANDO:1200454	98	[指定] Eosinophilic gastrointestinal disorders	Eosinophilic gastrointestinal disease|EGID	[指定] 好酸球性消化管疾患		MONDO:0018438
NANDO:1200458	99	[指定] Chronic idiopathic intestinal pseudo-obstruction	CIIP	[指定] 慢性特発性偽性腸閉塞症		MONDO:0017574
NANDO:1200459	100	[指定] Megacystis-microcolon-intestinal hypoperistalsis syndrome	Huge bladder short and small colon intestinal peristalsis deficiency|Megacystis microcolon intestinal hypoperistalsis syndrome|MMIHS	[指定] 巨大膀胱短小結腸腸管蠕動不全症		MONDO:0007960
NANDO:1200460	101	[指定] Congenital isolated hypoganglionosis	Intestinal ganglion cells insignificant disease	[指定] 腸管神経節細胞僅少症		MONDO:0008738
NANDO:1200461	102	[指定] Rubinstein-Taybi syndrome		[指定] ルビンシュタイン・テイビ症候群	Rubinstein-Taybi症候群	MONDO:0019188
NANDO:1200462	103	[指定] CFC Syndrome	Cardio-facio-cutaneous syndrome	[指定] CFC症候群	心臓・顔・皮膚症候群|cardio-facio-cutaneous症候群	MONDO:0015280
NANDO:1200463	104	[指定] Costello syndrome		[指定] コステロ症候群	Costello症候群	MONDO:0009026
NANDO:1200464	105	[指定] CHARGE syndrome		[指定] チャージ症候群	CHARGE症候群	MONDO:0008965
NANDO:1200465	106	[指定] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[指定] クリオピリン関連周期熱症候群		MONDO:0016168
NANDO:1200469	107	[指定] Juvenile idiopathic arthritis	JIA	[指定] 若年性特発性関節炎		MONDO:0011429
NANDO:1200472	108	[指定] TNF receptor-associated periodic fever syndrome	TRAPS	[指定] TNF受容体関連周期性症候群		MONDO:0007727
NANDO:1200473	109	[指定] Atypical hemolytic uremic syndrome	Atypical haemolytic uraemic syndrome|aHUS	[指定] 非典型溶血性尿毒症症候群		MONDO:0016244
NANDO:1200476	110	[指定] Blau syndrome	Early onset sarcoidosis	[指定] ブラウ症候群	Blau症候群|若年発症サルコイドーシス	MONDO:0008523
NANDO:1200477	111	[指定] Congenital myopathy		[指定] 先天性ミオパチー		MONDO:0019952
NANDO:1200485	112	[指定] Marinesco-Sjogren syndrome		[指定] マリネスコ・シェーグレン症候群	MSS|Marinesco-Sjogren症候群	MONDO:0009567
NANDO:1200486	113	[指定] Muscular dystrophy		[指定] 筋ジストロフィー		MONDO:0020121
NANDO:1200496	114	[指定] Non-dystrophic myotonia	Non-dystrophic myotonic syndromes	[指定] 非ジストロフィー性ミオトニー症候群		MONDO:0016110
NANDO:1200502	115	[指定] Hereditary periodic paralysis	Familial periodic paralysis	[指定] 遺伝性周期性四肢麻痺		MONDO:0000995
NANDO:1200505	116	[指定] Atopic myelitis		[指定] アトピー性脊髄炎		
NANDO:1200506	117	[指定] Syringomyelia		[指定] 脊髄空洞症		MONDO:0017987
NANDO:1200509	118	[指定] Myelomeningocele		[指定] 脊髄髄膜瘤		MONDO:0017069|MONDO:0019773
NANDO:1200510	119	[指定] Isaacs syndrome	Isaacs' syndrome	[指定] アイザックス症候群	Isaacs症候群	MONDO:0019399
NANDO:1200511	120	[指定] Hereditary dystonia		[指定] 遺伝性ジストニア		MONDO:0044807
NANDO:1200542	121	[指定] Neuroferritinopathy		[指定] 神経フェリチン症		MONDO:0011638
NANDO:1200543	122	[指定] Superficial siderosis	Brain table hemosiderosis	[指定] 脳表ヘモジデリン沈着症		MONDO:0016594
NANDO:1200544	123	[指定] Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy	Cerebral autosomal recessive arteriopathy with baldness and degenerative spondylosis|Autosomal recessive leukoencephalopathy with baldness and degenerative spondylosis|CARASIL	[指定] 禿頭と変形性脊椎症を伴う常染色体劣性白質脳症	CARASIL	MONDO:0010829
NANDO:1200545	124	[指定] Cerebral autosomal dominant arteriopathy with subcortical infarct and leukoencephalopathy	Autosomal dominant cerebral artery disease with subcortical infarct and leukoencephalopathy|Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy|CADASIL	[指定] 皮質下梗塞と白質脳症を伴う常染色体優性脳動脈症	CADASIL	MONDO:0007432
NANDO:1200546	125	[指定] Hereditary diffuse leukoencephalopathy with spheroid	HDLS	[指定] 神経軸索スフェロイド形成を伴う遺伝性びまん性白質脳症		MONDO:0009096
NANDO:1200547	126	[指定] Perry syndrome		[指定] ペリー症候群	Perry症候群	MONDO:0008201
NANDO:1200548	127	[指定] Frontotemporal lobar degeneration	FTLD	[指定] 前頭側頭葉変性症		MONDO:0017276
NANDO:1200551	128	[指定] Bickerstaff's brainstem encephalitis	Bickerstaff brainstem encephalitis|Vickers staff brainstem encephalitis	[指定] ビッカースタッフ脳幹脳炎	Bickerstaff型脳幹脳炎	MONDO:0019208
NANDO:1200552	129	[指定] Acute encephalopathy with biphasic seizures and late reduced diffusion	AESD	[指定] 痙攣重積型（二相性）急性脳症	痙攣重積型急性脳症	MONDO:0018198
NANDO:1200553	130	[指定] Congenital insensitivity to pain with anhidrosis	CIPA	[指定] 先天性無痛無汗症		MONDO:0009746
NANDO:1200554	131	[指定] Alexander disease	AxD	[指定] アレキサンダー病	Alexander病	MONDO:0008752
NANDO:1200558	132	[指定] Congenital suprabulbar paresis	Congenital supranuclear bulbar palsy|Worster-Drought syndrome	[指定] 先天性核上性球麻痺	ウースター・ドロート症候群	MONDO:0008503
NANDO:1200559	133	[指定] Moebius syndrome	Möbius syndrome	[指定] メビウス症候群	Moebius症候群	MONDO:0008006
NANDO:1200560	134	[指定] Septo-optic dysplasia / De Morsier syndrome	SOD	[指定] 中隔視神経形成異常症／ドモルシア症候群	中隔視神経形成異常症／De Morsier症候群	MONDO:0008428
NANDO:1200562	135	[指定] Aicardi syndrome		[指定] アイカルディ症候群	Aicardi症候群	MONDO:0010568
NANDO:1200563	136	[指定] Hemimegalencephaly		[指定] 片側巨脳症		MONDO:0020492
NANDO:1200564	137	[指定] Focal cortical dysplasia	FCD	[指定] 限局性皮質異形成	FCD	MONDO:0019009
NANDO:1200574	138	[指定] Neuronal migration defects	Lissencephaly|Nerve cell migration disorders|Miller-Dieker syndrom	[指定] 神経細胞移動異常症		MONDO:0018838
NANDO:1200575	139	[指定] Congenital hypomyelinating leukodystrophy	Congenital cerebral white matter aplasia	[指定] 先天性大脳白質形成不全症		MONDO:0019046
NANDO:1200587	140	[指定] Dravet syndrome	Dorabe syndrome	[指定] ドラベ症候群		MONDO:0100135
NANDO:1200588	141	[指定] Mesial temporal lobe epilepsy with bilateral hippocampal sclerosis	Mesial temporal lobe epilepsy with hippocampal sclerosis	[指定] 海馬硬化を伴う内側側頭葉てんかん		MONDO:0020476
NANDO:1200589	142	[指定] Myoclonic absence epilepsy	Epilepsy with myoclonic absence|EMA	[指定] ミオクロニー欠神てんかん		MONDO:0019487
NANDO:1200590	143	[指定] Epilepsy with myoclonic atonic seizures	Epilepsy with myoclonic cataplexy	[指定] ミオクロニー脱力発作を伴うてんかん		MONDO:0016025
NANDO:1200591	144	[指定] Lennox-Gastaut syndrome		[指定] レノックス・ガストー症候群	Lennox-Gastaut症候群	MONDO:0016532
NANDO:1200592	145	[指定] West syndrome	Infantile spasms	[指定] ウエスト症候群	点頭てんかん|West症候群	MONDO:0018097
NANDO:1200593	146	[指定] Ohtahara syndrome	Early infantile epileptic encephalopathy with suppression burst	[指定] 大田原症候群	早期乳児てんかん性脳症	MONDO:0100062
NANDO:1200594	147	[指定] Early myoclonic encephalopathy		[指定] 早期ミオクロニー脳症	EME	MONDO:0016022
NANDO:1200595	148	[指定] Epilepsy of infancy with migrating focal seizures	Infant epilepsy with migratory focus seizure|Migrating partial seizures in infancy|EIMFS	[指定] 遊走性焦点発作を伴う乳児てんかん		MONDO:0017385|MONDO:0100025
NANDO:1200596	149	[指定] Hemiconvulsion-hemiplegia-epilepsy syndrome	One side convulsions, hemiplegia epilepsy syndrome|HHE	[指定] 片側痙攣・片麻痺・てんかん症候群		MONDO:0019485
NANDO:1200597	150	[指定] Ring chromosome 20 syndrome	Ring chromosome 20 epilepsy syndrome	[指定] 環状20番染色体症候群		MONDO:0015436
NANDO:1200598	151	[指定] Rasmussen's encephalitis	Rasmussen encephalitis	[指定] ラスムッセン脳炎	Rasmussen脳炎	MONDO:0016019
NANDO:1200599	152	[指定] PCDH19-related syndrome	PCDH19 epilepsy|PCDH19-related epilepsy|Epilepsy and mental retardation limited to females|EFMR	[指定] ＰＣＤＨ19関連症候群	PCDH19関連てんかん	MONDO:0010246
NANDO:1200600	153	[指定] Acute encephalitis with refractory, repetitive partial seizures	Refractory frequent partial seizures intussusception acute encephalitis|AERRPS	[指定] 難治頻回部分発作重積型急性脳炎		MONDO:0015584
NANDO:1200601	154	[指定] Epileptic encephalopathy with continuous spike-and-wave during sleep	Epilepsy with continuous spikes and waves during slow sleep	[指定] 徐波睡眠期持続性棘徐波を示すてんかん性脳症		MONDO:0019123|MONDO:0022858
NANDO:1200602	155	[指定] Landau-Kleffner syndrome	Acquired aphasia with convulsive disorder	[指定] ランドウ・クレフナー症候群	Landau-Kleffner症候群	MONDO:0009509
NANDO:1200603	156	[指定] Rett syndrome		[指定] レット症候群	Rett症候群	MONDO:0010726
NANDO:1200606	157	[指定] Sturge-Weber syndrome		[指定] スタージ・ウェーバー症候群		MONDO:0008501
NANDO:1200607	158	[指定] Tuberous sclerosis complex	Tuberous sclerosis|TSC	[指定] 結節性硬化症		MONDO:0001734|MONDO:0019341
NANDO:1200608	159	[指定] Xeroderma pigmentosum	XP	[指定] 色素性乾皮症		MONDO:0019600
NANDO:1200609	160	[指定] Congenital ichthyosis		[指定] 先天性魚鱗癬		MONDO:0015947
NANDO:1200631	161	[指定] Benign familial pemphigus	Hailey-Hailey disease|Familial benign chronic pemphigus	[指定] 家族性良性慢性天疱瘡	ヘイリー・ヘイリー病	MONDO:0008218
NANDO:1200632	162	[指定] Pemphigoid (including Epidermolysis bullosa acquisita)	Pemphigoid	[指定] 類天疱瘡		MONDO:0019082
NANDO:1200636	163	[指定] Acquired idiopathic generalized anhidrosis	Idiopathic acquired systemic anhidrosis|Idiopathic pure sudomotor failure|AIGA	[指定] 特発性後天性全身性無汗症		
NANDO:1200637	164	[指定] Oculocutaneous albinism	OCA	[指定] 眼皮膚白皮症		MONDO:0018910
NANDO:1200642	165	[指定] Pachydermoperiostosis	PDP	[指定] 肥厚性皮膚骨膜症		MONDO:0009799|MONDO:0016620
NANDO:1200643	166	[指定] Pseudoxanthoma elasticum	PXE	[指定] 弾性線維性仮性黄色腫	PXE	MONDO:0024308
NANDO:1200644	167	[指定] Marfan syndrome		[指定] マルファン症候群	Marfan症候群	MONDO:0007947
NANDO:1200645	168	[指定] Ehlers-Danlos Syndrome	EDS	[指定] エーラス・ダンロス症候群		MONDO:0020066
NANDO:1200653	169	[指定] Menkes disease		[指定] メンケス病		MONDO:0010651
NANDO:1200654	170	[指定] Occipital horn syndrome		[指定] オクシピタル・ホーン症候群		MONDO:0010572
NANDO:1200655	171	[指定] Wilson disease		[指定] ウィルソン病	Wilson病	MONDO:0010200
NANDO:1200656	172	[指定] Hypophosphatasia		[指定] 低ホスファターゼ症		MONDO:0018570
NANDO:1200657	173	[指定] VATER syndrome	VATER association	[指定] VATER症候群		MONDO:0008642
NANDO:1200658	174	[指定] Nasu-Hakola disease		[指定] 那須・ハコラ病		MONDO:0009092
NANDO:1200659	175	[指定] Weaver syndrome		[指定] ウィーバー症候群	Weaver症候群	MONDO:0010193
NANDO:1200660	176	[指定] Coffin-Lowry syndrome		[指定] コフィン・ローリー症候群	Coffin-Lowry症候群	MONDO:0010561
NANDO:1200661	177	[指定] Joubert syndrome and related disorders	Cerebro-oculo-hepato-renal syndrome	[指定] ジュベール症候群関連疾患		MONDO:0015369
NANDO:1200663	178	[指定] Mowat-Wilson syndrome		[指定] モワット・ウィルソン症候群	Mowat-Wilson症候群	MONDO:0009341
NANDO:1200664	179	[指定] Williams syndrome		[指定] ウィリアムズ症候群	Williams症候群	MONDO:0008678
NANDO:1200665	180	[指定] ATR-X syndrome	Alpha-thalassemia/mental retardation syndrome|X-linked a-thalassemia/intellectual disability syndrome	[指定] ATR-X症候群	X連鎖αサラセミア・精神遅滞症候群	MONDO:0010519
NANDO:1200666	181	[指定] Crouzon's syndrome	Crouzon syndrome	[指定] クルーゾン症候群	Crouzon症候群	MONDO:0007405
NANDO:1200667	182	[指定] Apert syndrome		[指定] アペール症候群	Apert症候群	MONDO:0007041
NANDO:1200668	183	[指定] Pfeiffer syndrome		[指定] ファイファー症候群	Pfeiffer症候群	MONDO:0005810|MONDO:0007043
NANDO:1200669	184	[指定] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[指定] アントレー・ビクスラー症候群		MONDO:0008803
NANDO:1200670	185	[指定] Coffin-Siris syndrome		[指定] コフィン・シリス症候群	Coffin-Siris症候群	MONDO:0015452
NANDO:1200671	186	[指定] Rothmund-Thomson syndrome		[指定] ロスムンド・トムソン症候群		MONDO:0010002
NANDO:1200672	187	[指定] Kabuki syndrome		[指定] 歌舞伎症候群		MONDO:0016512
NANDO:1200673	188	[指定] Polysplenia syndrome		[指定] 多脾症候群		
NANDO:1200674	189	[指定] Asplenia syndrome		[指定] 無脾症候群		
NANDO:1200675	190	[指定] Branchio-oto-renal syndrome	BOR syndrome	[指定] 鰓耳腎症候群	BOR症候群	MONDO:0007029|MONDO:0018878
NANDO:1200676	191	[指定] Werner syndrome		[指定] ウェルナー症候群		MONDO:0010196
NANDO:1200677	192	[指定] Cockayne syndrome		[指定] コケイン症候群	Cockayne症候群	MONDO:0016006
NANDO:1200678	193	[指定] Prader-Willi syndrome		[指定] プラダー・ウィリ症候群	Prader-Willi症候群	MONDO:0008300
NANDO:1200679	194	[指定] Sotos syndrome		[指定] ソトス症候群	Sotos症候群	MONDO:0019349
NANDO:1200680	195	[指定] Noonan syndrome		[指定] ヌーナン症候群	Noonan症候群	MONDO:0018997
