id	label_en	synonym_en	label_ja	synonym_ja
C916			Ｔ細胞性前リンパ球白血病	
C917			Ｔ細胞性大顆粒リンパ球白血病	
C833			Ｔ細胞組織球豊富型大細胞型Ｂ細胞性リンパ腫	
C844			Ｔゾーンリンパ腫	
C910			Ｔリンパ芽球性白血病	
C910			Ｔリンパ芽球性白血病／リンパ腫	
C835			Ｔリンパ芽球性リンパ腫	
Q872			ＶＡＴＥＲ症候群	
T857			ＶＡシャント感染症	
T850			ＶＡシャント機能不全	
C254			ＶＩＰ産生腫瘍	
E713			ＶＬＣＡＤ欠損症	
T857			ＶＰシャント感染症	
T850			ＶＰシャント機能不全	
H501			Ｖ型外斜視	
K073			Ｖ型歯列弓	
H500			Ｖ型内斜視	
I456			ＷＰＷ症候群	
T888			Ｗタイプ拡大装置破損	
T888			Ｗタイプ拡大装置不適合	
Q969			ＸＯ症候群	
Q971			ＸＸＸＸＸ症候群	
Q981			ＸＸＸＸＹ症候群	
Q971			ＸＸＸＸ症候群	
Q970			ＸＸＸ症候群	
Q980			ＸＸＹ症候群	
D805			Ｘ連鎖高ＩｇＭ症候群	
D821			Ｘ連鎖重症複合免疫不全症	
Q039			Ｘ連鎖性遺伝性水頭症	
Q801			Ｘ連鎖性劣性魚鱗癬	
D800			Ｘ連鎖無ガンマグロブリン血症	
D823			Ｘ連鎖リンパ増殖症候群	
D818			ＺＡＰ−７０欠損症	
K010			ｅｍｂｅｄｄｅｄ埋伏歯	
A521			アーガイル・ロバートソン瞳孔	
Q871			アースコグ症候群	
Q070			アーノルド・キアリ奇形	
Q878			アイカルディ症候群	
G711			アイザックス症候群	
F942			愛情欠如精神病質	
I278			アイゼンメンゲル症候群	
K567			亜イレウス	
L946			アインフム	
B338			アウジェスキー病	
E618			亜鉛欠乏症	
E618			亜鉛欠乏性皮膚炎	
D538			亜鉛欠乏性貧血	
E618			亜鉛欠乏性味覚障害	
E832			亜鉛代謝障害	
T565			亜鉛中毒	
Q828			青色ゴムまり様母斑症候群	
L981			アカツキ病	
R232			あから顔	
B601			アカントアメーバ角膜炎	
B601			アカントアメーバ症	
K704			亜急性アルコール性肝不全	
H651			亜急性アレルギー性中耳炎	
G374			亜急性壊死性脊髄炎	
G951			亜急性壊死性ミエロパチー	
K358			亜急性化膿性虫垂炎	
B179			亜急性肝炎	
M1399			亜急性関節炎	
F058			亜急性感染症性精神病	
I330			亜急性感染性心内膜炎	
J209			亜急性気管支炎	
F058			亜急性器質精神症候群	
F058			亜急性器質性反応	
K550			亜急性虚血性大腸炎	
H651			亜急性血性中耳炎	
H103			亜急性結膜炎	
A811			亜急性硬化性全脳炎	
H200			亜急性虹彩炎	
H200			亜急性虹彩毛様体炎	
E061			亜急性甲状腺炎	
M8629			亜急性骨髄炎	
I330			亜急性細菌性心内膜炎	
I301			亜急性細菌性心膜炎	
F448			亜急性錯乱状態	
G361			亜急性出血性白質脳炎	
H651			亜急性漿液ムチン性中耳炎	
G319			亜急性小脳変性症	
I339			亜急性心内膜炎	
K859			亜急性膵炎	
H200			亜急性前部ぶどう膜炎	
K36			亜急性虫垂炎	
F058			亜急性脳症候群	
L931			亜急性皮膚エリテマトーデス	
H651			亜急性ムコイド中耳炎	
H200			亜急性毛様体炎	
L282			亜急性痒疹	
I891			亜急性リンパ管炎	
