id	label_en	synonym_en	label_ja	synonym_ja	OMIM	Orphanet
MONDO:0024251	Minamata disease	Chisso-Minamata disease	水俣病			
MONDO:0024252	global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome		全般的発育遅延・神経眼科的異常・痙攣発作・知的障害症候群			Orphanet:488613
MONDO:0024257	hereditary motor neuron disease	hereditary motor neuron disease|genetic motor neuron disease|genetic anterior horn cell disease	遺伝性運動ニューロン疾患			Orphanet:98505
MONDO:0024262	massive neonatal aspiration syndrome		新生児大量吸引症候群			
MONDO:0024263	neonatal aspiration syndrome		新生児吸引症候群			
MONDO:0024264	"hypothyroidism, congenital, nongoitrous, 2"	"congenital nongoitrous hypothryoidism 2|thyroid dysgenesis|congenital nongoitrous hypothyroidism 2|thyrotropin resistance|thyroid hypoplasia|athyreotic hypothyroidism|resistance to thyrotropin|hypothyroidism, athyreotic|thyroid, ectopic|thyroid agenesis|hypothyroidism, congenital, due to thyroid dysgenesis|congenital hypothyroidism due to thyroid dysgenesis or hypoplasia|CHNG2|hypothyroidism, congenital, nongoitrous, 2|hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia"	"クレチン症, 無甲状腺性"		OMIM:218700	
MONDO:0024265	Duane syndrome type 1	Duane anomaly|Drs|Duane syndrome|retraction syndrome|DURS1|Duane retraction syndrome 1	デュアン症候群1		OMIM:126800	
MONDO:0024266	patent ductus arteriosus 3	PDA3|patent ductus arteriosus 3|PRDM6 patent ductus arteriosus|patent ductus arteriosus caused by mutation in PRDM6	動脈管開存症3		OMIM:617039	
MONDO:0024268	superficial mycosis	piedra|stratum corneum of epidermis fungal infectious disease|steroid-modified tinea infection	表在性真菌症			
MONDO:0024270	parasitic intestinal disorder	"diseases, parasitic intestinal|intestinal disease, parasitic|disease, parasitic intestinal|parasitic intestinal diseases|parasitic intestinal disease|intestine parasitic infection"	腸寄生虫症			
MONDO:0024271	intestinal helminthiasis	intestine parasitic helminthiasis infectious disease	腸蠕虫症			
MONDO:0024275	amebic dysentery	"amoebic dysentery due to Entamoeba histolytica|amoebiasis due to Entamoeba histolytica|Colitides, amoebic|colitis, amoebic|intestinal Entamoebiases|Colitides, amebic|amebic colitis|amebiasis, intestinal|amoebiasis, intestinal|amoebiases, intestinal|intestinal amebiasis|Entamoebiases, intestinal|amoebic Colitides|dysentery, amoebic|amebic colitides|intestinal Amoebiases|amoebic colitis|intestinal amoebiasis|intestinal Amebiases|entamoebiasis, intestinal|amoebic dysenteries|Amebiases, intestinal|dysenteries, amebic|colitis, amebic|amoebic dysentery|amebic dysenteries|intestinal entamoebiasis|dysenteries, amoebic|amebic dysentery"	アメーバ赤痢			
MONDO:0024276	glandular cell neoplasm	glandular cell tumor|glandular cell tumour|glandular cell neoplasm|glandular cell epithelium neoplasm|glandular cell epithelial neoplasm	腺細胞新生物			
MONDO:0024277	neonatal thrombocytopenia	purpura of newborn|neonatal purpura|neonatal thrombocytopenia	新生児血小板減少症			
MONDO:0024278	proctocolitis	colorectum inflammation|proctocolitis|inflammation of colorectum	直腸結腸炎			
MONDO:0024279	chronic endometritis	"endometritis, chronic|chronic endometritis"	慢性子宮内膜炎			
MONDO:0024280	polyarticular arthritis	polyarthritis|polyarticular arthritis	多関節関節炎			
MONDO:0024281	juvenile chronic polyarthritis	juvenile chronic polyarthritis	若年性慢性多発性関節炎			
MONDO:0024282	mucinous ovarian cancer	"malignant ovarian mucinous neoplasm|malignant ovarian mucinous tumour|ovarian mucinous neoplasm, malignant|malignant ovarian mucinous tumor"	粘液性卵巣癌			
MONDO:0024283	Demodex folliculitis	hair follicle demodicidosis	ニキビダニ毛包炎			
MONDO:0024284	demodicidosis of sebaceous gland	sebaceous gland demodicidosis	皮脂腺の毛嚢虫症			
MONDO:0024285	epsilon-heavy chain disease	IgE heavy chain disease	イプシロン重鎖病			
MONDO:0024286	benign blood vessel neoplasm	benign blood vessel tumour|benign blood vessel tumor|benign blood vessel neoplasm	良性血管新生物			
MONDO:0024287	congenital vascular malformation		先天性血管奇形			
MONDO:0024288	hyperbilirubinemia	bilirubinemia|hyperbilirubinemia	高ビリルビン血症			
MONDO:0024290	enuresis	enuresis	遺尿症			
MONDO:0024291	vascular malformation	"malformation, vascular|malformations, vascular|vascular malformation"	脈管奇形			
MONDO:0024292	gastrointestinal polyp	gastrointestinal polyp|GI polyp|gastrointestinal tract polyp	胃腸ポリープ			
MONDO:0024294	skin disorder caused by infection	"diseases, infectious skin|disease, infectious skin|infectious skin diseases|skin disease, infectious|infectious skin disease"	伝染性皮膚疾患			
MONDO:0024295	skin disease caused by bacterial infection	"disease, bacterial skin|bacterial skin diseases|diseases, bacterial skin|bacterial skin disease|skin disease, bacterial|Bacteria skin disease caused by infection|Bacteria caused skin disease caused by infection"	細菌性皮膚疾患			
MONDO:0024296	vascular neoplasm		血管腫瘍			
MONDO:0024298	vitamin deficiency disorder	"deficiencies, vitamin|Avitaminoses|vitamin deficiencies|deficiency, vitamin|vitamin deficiency|avitaminosis|vitamin deficiency disorder"	ビタミン欠乏症			
MONDO:0024299	vitamin D-dependent rickets		ビタミンＤ依存性くる病/骨軟化症			
MONDO:0024300	hypophosphatemic rickets	"acquired vitamin D-resistant rickets|acquired vitamin D resistant rickets|hypophosphatemia, vitamin D-resistant rickets|Ricket, hypophosphatemic|rickets, vitamin D resistant|rickets, vitamin D-resistant|hypophosphatemic vitamin D resistant rickets|vitamin D-resistant rickets|hypophosphatemic Ricket|hypophosphatemic vitamin D-resistant rickets|hypophosphatemic rickets|Phosphopenic rickets"	低リン血症性くる病	ビタミンD抵抗性くる病		
MONDO:0024301	acquired mineral metabolism disease	mineral metabolism disease|acquired mineral metabolism disease	ミネラル代謝疾患			
MONDO:0024302	internal hirudiniasis		内部蛭寄生			
MONDO:0024303	external hirudiniasis		外部蛭寄生			
MONDO:0024304	ichthyosis vulgaris	fish scale disease|common ichthyosis|ichthyosis vulgaris	尋常性魚鱗癬			
MONDO:0024305	acquired hyperprolactinemia	hyperprolactinemia|pregnancy-related A-G syndrome|Chiari-Frommel syndrome|acquired hyperprolactinemia (disease)	高プロラクチン血症			
MONDO:0024306	acquired lactic acidosis	lactic acidosis|acquired lactic acidosis	乳酸アシドーシス			
MONDO:0024307	prothrombin deficiency		プロトロンビン欠乏症			
MONDO:0024308	pseudoxanthoma elasticum (inherited or acquired)	PXE|pseudoxanthoma elasticum	弾性線維性仮性黄色腫			
MONDO:0024309	"neuropathy, hereditary sensory and autonomic, type 2A"	"neuropathy, progressive sensory, of children|acroosteolysis, neurogenic|neuropathy, congenital sensory|neuropathy, hereditary sensory radicular, autosomal recessive|Morvan disease|acroosteolysis, Giaccai type|hereditary sensory and autonomic neuropathy type 2A|hereditary sensory and autonomic neuropathy type IIA|neuropathy, hereditary sensory and autonomic, type II|HSAN 2A|HSN 2A|neuropathy, hereditary sensory, type 2A|neuropathy, hereditary sensory and autonomic, type IIA|HSAN2A"	"ニューロパチー, 遺伝性感覚・自律神経性, 2A型"		OMIM:201300	
MONDO:0024310	angiodysplasia of stomach	gastric angiodysplasia|gastric vascular dysplasia|stomach angiodysplasia	胃の血管異形成			
MONDO:0024311	cancer affecting bone of limb skeleton	malignant limb bone neoplasm|cancer of limb bone|malignant neoplasm of limb bone|limb bone cancer	四肢骨格の骨に影響する癌			
MONDO:0024312	cancer of short bone of upper limb		上肢短骨癌			
MONDO:0024313	staphylococcal infection	staphylococcal infection	ブドウ球菌感染症			
MONDO:0024314	parasitemia	Parasitemias	寄生虫血症			
MONDO:0024315	parasitic endophthalmitis	parasitic endophthalmitis	寄生虫性眼内炎			
MONDO:0024316	physiological malfunction arising from mental factor	physiological malfunction arising from mental Factor	精神的要因による身体の機能障害			
MONDO:0024317	chronic pain syndrome	"chronic pain disease|chronic disorder involving pain|disorder involving pain, chronic"	慢性疼痛症候群			
MONDO:0024318	viral infection of central nervous system	central nervous system viral infection|viral disease of central nervous system|viral infection of central nervous system	中枢神経系ウイルス性疾患			
MONDO:0024320	inner ear neoplasm	internal ear tumour|internal ear tumor|internal Ear neoplasm|tumor of internal ear|tumour of internal ear|internal ear neoplasm (disease)|internal ear neoplasm|neoplasm of internal ear|inner Ear neoplasm	内耳新生物			
MONDO:0024321	disorder of GPI anchor biosynthesis	GPIBD|GPI anchor biosynthetic process disease|disorder of GPI anchor biosynthetic process|glycosylphosphatidylinositol biosynthesis defect	先天性グリコシルホスファチジルイノシトール欠損症			
MONDO:0024322	disorder of glycosylation	glycosylation disease|disorder of glycosylation	グリコシル化障害			
MONDO:0024323	glomangiomyoma	glomangiomyoma	グロムス血管筋腫			
MONDO:0024325	cutaneous glomangiomyoma	glomangiomyoma of skin|zone of skin glomangiomyoma	皮膚グロムス血管筋腫			
MONDO:0024326	pleural adenomatoid tumor	"pleural mesothelioma, benign|pleura adenomatoid tumour|benign mesothelioma of the pleura|pleural adenomatoid tumor|pleural benign mesothelioma|pleura adenomatoid tumor|benign mesothelioma of pleura"	胸膜腺腫様腫瘍			
MONDO:0024327	chronic renal failure syndrome	"chronic renal failure|kidney failure, chronic|Chronic renal disease|CRF - chronic renal failure|chronic kidney failure|chronic renal failure disease"	慢性腎不全			
MONDO:0024330	infectious otitis media	otitis media|infectious otitis Media|acute otitis Media|AOM|middle Ear infection	感染性中耳炎			
MONDO:0024331	colorectal carcinoma	colorectal (colon or rectal) cancer|cancer of large intestine|cancer of large bowel|large intestine cancer|cancer of the large bowel|colorectal cancer|large bowel cancer|cancer of the large intestine|large intestine carcinoma|carcinoma of the large intestine|carcinoma of colorectum|large bowel carcinoma|colorectum carcinoma|carcinoma of large intestine|carcinoma of large bowel|colorectal carcinoma|carcinoma of the large bowel|CRC	大腸癌			
MONDO:0024332	perennial allergic rhinitis	non-seasonal allergic rhinitis|perennial allergic rhinitis|nonseasonal allergic rhinitis	通年性アレルギー性鼻炎			
MONDO:0024333	sciatica	"neuralgia, sciatic|sciatic Neuralgias|neuralgias, sciatic|sciatic neuralgia|bilateral sciaticas|sciatica, bilateral|bilateral sciatica"	坐骨神経痛			
MONDO:0024334	peripheral nerve lesion		末梢神経病変			
MONDO:0024335	retrobulbar neuritis		球後視神経炎			
MONDO:0024336	vulvar adenocarcinoma	adenocarcinoma of the vulva|mammalian vulva adenocarcinoma|vulvar adenocarcinoma|vulva adenocarcinoma|adenocarcinoma of vulva	外陰部腺癌	外陰腺癌		Orphanet:494454
MONDO:0024337	urothelial neoplasm		尿路上皮新生物			
MONDO:0024338	mucinous neoplasm	mucinous tumour|mucinous tumor|mucinous neoplasm	粘液性腫瘍			
MONDO:0024339	lymph node neoplasm	lymph node tumor|neoplasm of lymph node|tumour of lymph node|lymph node neoplasm (disease)|lymph node tumour|lymph node neoplasm|tumor of lymph node	リンパ節新生物			
MONDO:0024340	retinal neuroblastoma	retinal neuroblastoma|neuroblastoma of the retina|neuroblastoma of retina|retina neuroblastoma	網膜芽細胞腫			
MONDO:0024341	retinal cell neoplasm	retinal cell tumour|retinal cell tumor|retinal neural cell neoplasm|retinal cell neoplasm	網膜細胞新生物			
MONDO:0024343	pityriasis simplex	furfuracea|dandruff|pityriasis simplex	単純性粃糠疹			
MONDO:0024344	pityriasis folliculorum	pityriasis folliculorum	毛包虫性粃糠疹			
MONDO:0024346	pityriasis amiantacea		石綿状粃糠疹			
MONDO:0024349	pityriasis alba		白色粃糠疹			
MONDO:0024350	pityriasis steatoides	pityriasis steatoides	脂肪性粃糠疹			
MONDO:0024352	viral respiratory tract infection		ウイルス性気道感染			
MONDO:0024354	cytomegalovirus pneumonia	cytomegalovirus pneumonia|Cytomegalovirus caused pneumonia|Cytomegalovirus pneumonia|Cytomegaloviral pneumonia|CMV pneumonia	サイトメガロウイルス肺炎			
MONDO:0024355	respiratory tract infectious disorder		気道感染症			
MONDO:0024356	primary central sleep apnea syndrome	primary central sleep apnea	原発性中枢睡眠時無呼吸症候群			
MONDO:0024357	drug induced central sleep apnea	drug induced central sleep apnea	薬剤性中枢性睡眠時無呼吸			
MONDO:0024358	complex sleep apnea	mixed sleep apnea|complex sleep apnea|CompSAS	混合型睡眠時無呼吸			
MONDO:0024359	central sleep apnea due to periodic breathing	central sleep apnea due to periodic breathing	周期的呼吸による中枢型睡眠時無呼吸			
MONDO:0024360	central sleep apnea caused by high altitude	central sleep apnea due to high altitude|central sleep apnea caused by high altitude	高所による中枢型睡眠時無呼吸			
MONDO:0024361	circadian rhythm sleep disorder	disorders of the sleep-wake schedule|circadian sleep disorder|sleep-wake schedule disorder	概日リズム睡眠障害			
MONDO:0024363	rapid eye movement sleep disorder	repeated rapid eye movement sleep interruptions	急速眼球運動睡眠障害			
MONDO:0024376	"sleep disorder, initiating and maintaining sleep"	disorders of initiating and maintaining sleep	睡眠障害、睡眠の開始と維持			
MONDO:0024377	"circadian rhythm sleep disorder, delayed sleep phase type"	"sleep-wake schedule disorder, delayed phase|sleepwake schedule disorder, delayed phase|DSPS|DSPD|delayed sleep phase syndrome|sleep wake schedule disorder, delayed phase type"	遅延睡眠期型概日リズム睡眠障害			
MONDO:0024378	"circadian rhythm sleep disorder, advanced sleep phase type"	"circadian rhythm sleep disorder, advanced sleep phase|advanced sleep phase syndrome|ASPS|circadian rhythm sleep disorder, advanced sleep phase type|sleep-wake schedule disorder, advanced phase type"	進行睡眠期型概日リズム睡眠障害			
MONDO:0024379	"circadian rhythm sleep disorder, irregular sleep wake type"	ISWD|irregular sleep-wake disorder|irregular sleep-wake pattern	不規則睡眠覚醒型概日リズム睡眠障害			
MONDO:0024381	"circadian rhythm sleep disorder, jet lag type"	jet lag	時差ぼけ型概日リズム睡眠障害			
MONDO:0024382	"circadian rhythm sleep disorder, shift work type"	shift work disorder|circadian rhythm sleep disorder of shift work type	交代勤務型概日リズム睡眠障害			
MONDO:0024386	"large cell lung carcinoma, clear cell variant"	"clear cell carcinoma of the lung|clear cell carcinoma of the lung, large cell type|clear cell carcinoma of lung, large cell type|clear cell lung carcinoma, large cell type|large cell lung carcinoma, clear cell variant"	大細胞肺癌、明細胞異型			
MONDO:0024387	benign ovarian sex cord-stromal tumor	"benign Sex cord-stromal tumor of ovary|benign Sex cord-stromal neoplasm of ovary|benign Sex cord-stromal neoplasm of the ovary|benign ovarian Sex cord-stromal neoplasm|benign ovarian Sex cord-stromal tumour|Sex cord stromal tumor, benign|benign Sex cord-stromal tumour of ovary|benign Sex cord-stromal tumor of the ovary|benign ovarian Sex cord-stromal tumor|benign Sex cord-stromal tumour of the ovary|ovarian sex cord-stromal tumor, benign|ovarian SEX cord-stromal tumor, benign"	良性卵巣性索間質性腫瘍			
MONDO:0024388	Clostridium infectious disease	"commensal infection, Clostridium|commensal infections, Clostridium|Clostridium infection|infections, Clostridium|infection, Clostridium|commensal Clostridium infection"	クロストリジウム感染症			
MONDO:0024389	anaerobic bacteria infectious disease	infection due to anaerobic bacteria|infection caused by anaerobic bacteria|anaerobic bacterial infection	嫌気性細菌感染症			
MONDO:0024392	anaerobic balanitis	anaerobic balanitis	嫌気性亀頭炎			
MONDO:0024410	infection caused by Bifidobacterium	Bifidobacterium infection|infection caused by Bifidobacterium|Bifidobacterium disease or disorder|Bifidobacterium infectious disease|Bifidobacterium caused disease or disorder	ビフィズス菌による感染症			
MONDO:0024412	Peptostreptococcus infectious disease	Peptostreptococcus infection|Peptostreptococcus disease or disorder|Peptostreptococcus caused disease or disorder	ペプストレプトコッカス感染症			
MONDO:0024414	anaerobic cellulitis	anaerobic cellulitis	嫌気性蜂巣炎			
MONDO:0024415	hemorrhagic duodenitis	erosive duodenitis|multiple duodenal erosions|hemorrhagic duodenitis	出血性十二指腸炎			
MONDO:0024416	Neorickettsia infectious disease	Neorickettsia disease or disorder|Neorickettsia caused disease or disorder|neorickettsiosis	ネオリケッチ感染症			
MONDO:0024417	perceptual disorders		知覚障害			
MONDO:0024418	muscular fibrosis multifocal obstructed vessels		筋線維症・多巣性閉塞血管			Orphanet:2033
MONDO:0024419	enthesitis	enthesitis|inflammation of enthesis|inflammatory enthesopathy|enthesis inflammation	腱付着部炎			
MONDO:0024421	short stature contractures hypotonia	Hennekam Koss de Geest syndrome	低身長・拘縮・筋緊張低下			
MONDO:0024422	auditory perceptual disorders	"disorder, auditory comprehension|processing disorders, auditory|auditory inattention|disorder, Psychoacoustical|auditory processing disorders|Psychoacoustical disorder|perceptual disorder, acoustic|auditory comprehension disorders|processing disorder, auditory|perceptual disorders, auditory|acoustic perceptual disorder|disorders, auditory comprehension|disorder, acoustic perceptual|auditory comprehension disorder|disorders, Psychoacoustical|auditory Inattentions|acoustic perceptual disorders|auditory processing disorder|comprehension disorders, auditory|perceptual disorder, auditory|disorders, auditory processing|comprehension disorder, auditory|perceptual disorders, acoustic|Inattentions, auditory|inattention, auditory|disorder, auditory processing|disorders, acoustic perceptual|Psychoacoustical disorders|auditory perceptual disorder|disorder of sensory perception of sound|sensory perception of sound disease"	聴知覚障害			
MONDO:0024429	Alice in Wonderland syndrome		不思議の国のアリス症候群			
MONDO:0024430	allesthesia	Allachesthesias|Dyschirias|Alloesthesia|allochiria|dyschiria|Alloesthesias|Allesthesias|false allochiria|Allachesthesia	知覚転位			
MONDO:0024431	bilirubin metabolism disease	disorder of bilirubin metabolism	ビリルビン代謝疾患			
MONDO:0024432	nerve plexus disorder	disease of nerve plexus|nerve plexus disease or disorder|disorder of nerve plexus|plexopathy|nerve plexus disease|nerve plexus disorder|disease or disorder of nerve plexus	神経叢障害			
MONDO:0024454	sacral nerve plexus disorder	sacral plexopathy|sacral nerve plexus disorder|disease or disorder of sacral nerve plexus|disorder of sacral nerve plexus|disease of sacral nerve plexus|sacral nerve plexus disease or disorder	仙骨神経叢障害			
MONDO:0024455	autosomal dominant Robinow syndrome 1	"foetal face syndrome|acral dysostosis with Facial and genital abnormalities|Robinow dwarfism|fetal face syndrome|DRS1|Robinow syndrome, autosomal dominant 1|autosomal dominant Robinow syndrome caused by mutation in WNT5A|WNT5A autosomal dominant Robinow syndrome|dysostosis acral with facial and genital abnormalities"	"Robinow 症候群, 常染色体優性"		OMIM:180700	
MONDO:0024456	anterior segment dysgenesis 3	"glaucoma iridogoniodysgenesia|glaucoma iridogoniodysplasia, familial|iris hypoplasia with glaucoma|iridogoniodysgenesis, type 1|iridogoniodysgenesis anomaly, autosomal dominant|IRID1|FOXC1 iridogoniodysgenesis|anterior segment dysgenesis 3, multiple subtypes|ASGD3|anterior segment dysgenesis 3|IGDA syndrome|iridogoniodysgenesis caused by mutation in FOXC1|iridogoniodysgenesis type 1|IGDA"	前眼部形成不全3		OMIM:601631	
MONDO:0024457	neurodegeneration with brain iron accumulation 2A	"neuroaxonal dystrophy presenting with neonatal dysmorphic features, early onset of peripheral gangrene|Hunter Carpenter Macdonald syndrome|infantile neuroaxonal dystrophy/atypical neuroaxonal dystrophy|Hunter-Carpenter-McDonald syndrome|KARAK syndrome, included|INAD1|neuroaxonal dystrophy, infantile|Seitelberger disease|neurodegeneration with brain iron accumulation type 2A|PLAN|phospholipase A2-associated neurodegeneration|neurodegeneration, Pla2G6-associated|neurodegeneration with brain iron accumulation type 2a|neurodegeneration with brain iron accumulation 2A|neurodegeneration, PLA2G6-associated|infantile neuroaxonal dystrophy|infantile neuroaxonal dystrophy 1|inaD|NBIA2A|neurodegeneration, Pla2g6-associated"	脳内に鉄沈着を伴う神経変性症2A型		OMIM:256600	Orphanet:35069
MONDO:0024458	disorder of visual system		視覚系障害			
MONDO:0024459	Aeromonas hydrophila intestinal disease	intestinal infection due to Aeromonas hydrophila|intestinal infection caused by Aeromonas hydrophila	エロモナス・ハイドロフィラ腸疾患			
MONDO:0024461	angiomatosis	angiomatoses|angiomatosis|diffuse angiomatosis|multiple hemangiomas|diffuse hemangioma	血管腫症			
MONDO:0024462	susceptibility to familial cutaneous melanoma	"melanoma, cutaneous malignant|hereditary cutaneous melanoma (disease)"	家族性皮膚黒色腫に対する感受性		OMIMPS:155600	
MONDO:0024463	ovarian dysgenesis 1	"ovarian failure, hypergonadotropic|ovarian dysgenesis, hypergonadotropic, autosomal recessive|XXGD|ovarian dysgenesis, hypergonadotropic, with normal karyotype|gonadal dysgenesis, 20 type|gonadal dysgenesis, XX type|XX gonadal dysgenesis|ODG1|ovarian dysgenesis 1"	卵巣異発生1		OMIM:233300	
MONDO:0024464	"pituitary hormone deficiency, combined, 1"	"pituitary hormone deficiency, combined 1|pituitary hormone deficiency, combined, 1|POU1F1 combined pituitary hormone deficiencies, genetic form|combined pituitary hormone deficiencies, genetic form caused by mutation in POU1F1|pituitary hormone deficiency, combined or isolated, 1|CPHD1"	"下垂体ホルモン欠損症, 複合型, 1"		OMIM:613038	
MONDO:0024465	"surfactant metabolism dysfunction, pulmonary, 2"	"SMDP2|pulmonary alveolar proteinosis, congenital, 2|desquamative interstitial pneumonitis due to surfactant Protein C deficiency|surfactant metabolism dysfunction, pulmonary, 2|interstitial lung disease due to surfactant Protein C deficiency"	"サーファクタント代謝異常, 肺, 2"		OMIM:610913	
MONDO:0024466	"facial paresis, hereditary congenital, 1"	"Moebius syndrome 2|Mobius syndrome 2, formerly|Moebius syndrome 2, formerly|facial palsy, congenital, unilateral or bilateral|Mobius syndrome 2|HCFP1|facial paresis, hereditary congenital, 1"	"顔面不全麻痺, 遺伝性, 先天性 1"		OMIM:601471	
MONDO:0024467	apocrine sweat gland disorder	apocrine sweat gland disease or disorder|disorder of apocrine sweat gland|disease of apocrine sweat gland|disease or disorder of apocrine sweat gland|apocrine sweat gland disease	アポクリン汗腺障害			
MONDO:0024468	anterior pituitary gland disorder	disorder of anterior pituitary gland|disease or disorder of adenohypophysis|disorder of anterior pituitary|adenohypophysis disease|disease of adenohypophysis|adenohypophysis disease or disorder|disorder of adenohypophysis	前部下垂体障害			
MONDO:0024469	chondrogenic neoplasm	chondrogenic neoplasm|neoplasm of cartilage|chondromatous tumor|tumour of cartilage|tumor of the cartilage|neoplasm of the cartilage|cartilaginous neoplasm|chondrogenic tumor|tumor of cartilage|tumour of the cartilage|cartilaginous tumour|cartilaginous tumor|chondromatous tumour|chondromatous neoplasm|chondrogenic tumour	軟骨形成性新生物			
MONDO:0024470	benign chondrogenic neoplasm	"benign chondrogenic tumor|benign tumor of the cartilage|benign chondrogenic neoplasm|benign cartilaginous neoplasm|benign neoplasm of cartilage|chondrogenic neoplasm, benign|benign chondrogenic tumour|benign tumour of cartilage|benign tumour of the cartilage|benign cartilaginous tumor|benign cartilaginous tumour|benign tumor of cartilage|benign neoplasm of the cartilage"	良性軟骨形成性新生物			
MONDO:0024472	boutonneuse fever	Rickettsia conorii spotted fever|Mediterranean spotted fever|South African tick-bite fever|boutonneuse fever|boutonneuse disease|Mediterranean tick fever|Conor and Bruch's disease|tick typhus due to rickettsia conorii|Kenyan tick typhus|Kenya tick typhus|marseilles fever|Kenya fever|fievre boutonneuse|African tick typhus	ボタン熱			Orphanet:101334|Orphanet:83313
MONDO:0024473	Astrakhan spotted fever		アストラカン斑点熱			
MONDO:0024474	intraepithelial neoplasia	epithelial dysplasia|intraepithelial neoplasia|intraepithelial neoplasm	上皮内腫瘍			
MONDO:0024475	squamous cell intraepithelial neoplasia	SIN|sil|squamous intraepithelial lesion|squamous cell intraepithelial neoplasia	扁平上皮細胞上皮内腫瘍			
MONDO:0024476	epithelial neoplasm of rectum	rectal epithelial neoplasm|rectal epithelial tumour|rectum epithelial neoplasm|rectal epithelial tumor	直腸上皮性新生物			
MONDO:0024477	liver and intrahepatic bile duct neoplasm	epithelial hepatic and intrahepatic bile duct neoplasm|tumour of liver|liver neoplasm (disease)|hepatic and intrahepatic bile duct neoplasm|tumor of liver|liver tumour|liver tumor|liver and intrahepatic bile duct epithelial neoplasm|liver and intrahepatic bile duct neoplasm|liver neoplasm|neoplasm of liver	肝・肝内胆管新生物			
MONDO:0024478	mesenchymal hamartoma	mesenchymal hamartoma	間葉性過誤腫			
MONDO:0024479	epithelial tumor of colon	colon epithelial neoplasm	結腸上皮性腫瘍			
MONDO:0024480	dermatosis of eyelid	dermatosis of eyelid	眼瞼皮膚症			
MONDO:0024481	skin appendage disorder	disease of epidermal appendage|disease of epidermal appendages|disorder of skin appendage|cutaneous appendage disease or disorder|cutaneous appendage disease|disease or disorder of cutaneous appendage|disease of cutaneous appendage|disorder of cutaneous appendage	皮膚付属器障害			
MONDO:0024482	eccrine sweat gland hamartoma	hamartoma of the eccrine sweat gland|eccrine sweat gland hamartoma|hamartoma of eccrine sweat gland|eccrine sweat gland hamartoma (disease)	エクリン汗腺過誤腫			
MONDO:0024483	urothelial hyperplasia		尿路上皮過形成			
MONDO:0024485	papillary urothelial hyperplasia	papillary urothelial hyperplasia	乳頭状尿路上皮過形成			
MONDO:0024487	nail infection	nail infection	爪感染症			
MONDO:0024488	tumor grading characteristic		腫瘍分類特性			
MONDO:0024489	general tumor grading characteristic	disease grade qualifier	一般的な腫瘍分類特性			
MONDO:0024490	"tumor grade X, general grading system"		腫瘍グレードX、一般的な分類システム			
MONDO:0024491	"tumor grade 1, general grading system"	low grade|well differentiated|grade I|G1|grade 1	腫瘍グレード1、一般的な分類システム			
MONDO:0024492	"tumor grade 2, general grading system"	grade II|intermediate grade|G2|grade 2|moderately differentiated	腫瘍グレード2、一般的な分類システム			
MONDO:0024493	"tumor grade 3, general grading system"	high grade|poorly differentiated|G3|grade III|grade 3	腫瘍グレード3、一般的な分類システム			
MONDO:0024494	"tumor grade 4, general grading system"	high grade|G4|grade IV|undifferentiated|grade 4	腫瘍グレード4、一般的な分類システム			
MONDO:0024495	"tumor grade 1 or 2, general grading system"	grade 1/2	腫瘍グレード1または2、一般的な分類システム			
MONDO:0024496	"tumor grade 2 or 3, general grading system"	grade 2/3	腫瘍グレード2または3、一般的な分類システム			
MONDO:0024497	"tumor grade 3 or 4, general grading system"	grade 3/4|high grade	腫瘍グレード3または4、一般的な分類システム			
MONDO:0024498	glioma susceptibility 1	"glioma of brain, familial|astrocytoma|oligodendroglioma|subependymoma|glioblastoma multiforme|ependymoma|glioblastoma, somatic|glioma, susceptibility to, somatic|glioma susceptibility 1|GLM1|glioma susceptibility 1, autosomal dominant, somatic mutation"	神経膠腫感受性1		OMIM:137800	
MONDO:0024499	vascular bone neoplasm	osseous vascular tumor|bone vascular tumor|vascular neoplasm of the bone|vascular tumour of the bone|vascular bone neoplasm|vascular tumor of the bone|vascular tumor of bone|vascular neoplasm of bone|vascular tumour of bone|bone vascular neoplasm|osseous vascular tumour|osseous vascular neoplasm|bone vascular tumour	血管性骨新生物			
MONDO:0024500	duodenal neuroendocrine neoplasm	"duodenum neuroendocrine tumor|duodenum NET|neuroendocrine neoplasm of duodenum|duodenum neuroendocrine tumor, well differentiated, low or intermediate grade|duodenum neuroendocrine neoplasm|duodenum neuroendocrine tumour"	十二指腸神経内分泌腫瘍			
MONDO:0024501	appendix neuroendocrine neoplasm		虫垂神経内分泌腫瘍			
MONDO:0024502	gallbladder neuroendocrine neoplasm	"gall bladder neuroendocrine tumor|gall bladder neuroendocrine tumor, well differentiated, low or intermediate grade|gall bladder neuroendocrine neoplasm|gall bladder neuroendocrine tumour|gall bladder NET|gallbladder neuroendocrine neoplasm|neuroendocrine neoplasm of gall bladder"	胆嚢神経内分泌腫瘍			
